business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened
Mo's Gourmet Hamburger,Food Services,,1322 Grant Ave,CA,San Francisco,94133.0,03/01/2005,,North Beach,"1322 GRANT AVE
San Francisco, CA 94133
(37.799153, -122.407297)",3.0,,no,4901.0
Tropisueno,Food Services,Multiple,75 Yerba Buena Ln,CA,San Francisco,94109.0,01/01/2008,,Financial District/South Beach,"75 YERBA BUENA LN
San Francisco, CA 94109
(37.78546, -122.403937)",6.0,,no,3865.0
Los Shucos,Food Services,,3502 23rd St,CA,San Francisco,94110.0,07/31/2012,,Mission,"3502 23RD ST
San Francisco, CA 94110
(37.753667, -122.421547)",8.0,,no,2192.0
Poesia,Food Services,"Restaurant 1,000 - 2,000 Sqft",4072 18th St,CA,San Francisco,94114.0,01/07/2008,,Castro/Upper Market,"4072 18TH ST
San Francisco, CA 94114
(37.760933, -122.434302)",8.0,,no,3859.0
Kasa Indian Eatery,Food Services,"Restaurant 1,000 - 2,000 Sqft",4001 18th St,CA,San Francisco,94114.0,01/09/2008,,Castro/Upper Market,"4001 18TH ST
San Francisco, CA 94114
(37.761012, -122.432968)",8.0,,no,3857.0
Kasa Indian Eatery,Food Services,"Restaurant Less Than 1,000 Sqft",1356 Polk St,CA,San Francisco,94109.0,01/09/2008,,,"1356 POLK ST
San Francisco, CA 94109
(37.789345, -122.420445)",,,no,3857.0
Kasa Indian Truck,Food Services,,4001 18th St,CA,San Francisco,94114.0,01/09/2008,,Castro/Upper Market,"4001 18TH ST
San Francisco, CA 94114
(37.761012, -122.432968)",8.0,,no,3857.0
Kasa Indian Truck 2,Food Services,,4001 18th St,CA,San Francisco,94114.0,01/09/2008,,Castro/Upper Market,"4001 18TH ST
San Francisco, CA 94114
(37.761012, -122.432968)",8.0,,no,3857.0
Chug Pub,Food Services,"Restaurant Less Than 1,000 Sqft",1849 Lincoln Wy,CA,San Francisco,94122.0,01/01/2008,,Sunset/Parkside,"1849 LINCOLN WY
San Francisco, CA 94122
(37.765398, -122.477756)",4.0,,no,3865.0
Taylor Street Coffee Shop,Food Services,,375 Taylor St,CA,San Francisco,94102.0,01/02/2008,,Tenderloin,"375 TAYLOR ST
SAN FRANCISCO, CA 94102
(37.78578, -122.411289)",6.0,,no,3864.0
Sweet Maple Coffee Shop,Food Services,Multiple,2101 Sutter St,CA,San Francisco,94115.0,01/02/2008,,Japantown,"2101 SUTTER ST
San Francisco, CA 94115
(37.785857, -122.435113)",5.0,,no,3864.0
Claddagh Coffee,Food Services,"Restaurant 1,000 - 2,000 Sqft",951 Geneva Ave,CA,San Francisco,94112.0,05/11/2005,,Excelsior,"951 GENEVA AVE
San Francisco, CA 94112
(37.715904, -122.439897)",11.0,,no,4830.0
San Francisco Hi-Lo Club,Food Services,Bars/taverns W/o Food Prep,1423 Polk St,CA,San Francisco,94109.0,01/19/2008,,Nob Hill,"1423 POLK ST
San Francisco, CA 94109
(37.789791, -122.420533)",3.0,,no,3847.0
Humphry Slocombe Llc,Food Services,"Restaurant Less Than 1,000 Sqft",2790 Harrison St,CA,San Francisco,94110.0,02/01/2008,04/13/2018,Mission,"2790 HARRISON ST
San Francisco, CA 94110
(37.752768, -122.411895)",9.0,3724.0,yes,
Humphry Slocombe Llc,Food Services,Take-Out Establishment,1 Ferry Building,CA,San Francisco,94111.0,02/01/2008,04/13/2018,,"1 FERRY
BUILDING San Francisco, CA 94111
",,3724.0,yes,
The Grind Cafe,Food Services,"Restaurant 1,000 - 2,000 Sqft",783 Haight St,CA,San Francisco,94117.0,01/01/2008,,Haight Ashbury,"783 HAIGHT ST
San Francisco, CA 94117
(37.771509, -122.435128)",5.0,,no,3865.0
Suppenkuche,Food Services,"Restaurant Greater Than 2,000 Sqft",525 Laguna St,CA,San Francisco,94102.0,05/13/1993,,Hayes Valley,"525 LAGUNA ST
San Francisco, CA 94102
(37.776287, -122.426246)",5.0,,no,9211.0
Menkee Wonton,Food Services,"Restaurant Less Than 1,000 Sqft",1701 Noriega St,CA,San Francisco,94122.0,01/28/2008,,Sunset/Parkside,"1701 NORIEGA ST
San Francisco, CA 94122
(37.753997, -122.482028)",4.0,,no,3838.0
Hotel Biron,Food Services,,45 Rose St,CA,San Francisco,94102.0,05/28/2004,,Hayes Valley,"45 ROSE ST
San Francisco, CA 94102
(37.773662, -122.4219)",5.0,,no,5178.0
Karla I Coello,Food Services,,770 Natoma St C,CA,San Francisco,94103.0,01/11/2006,,South of Market,"770 NATOMA ST
C San Francisco, CA 94103
(37.775803, -122.413246)",6.0,,no,4585.0
Grattawines,Food Services,,1469 Hudson Ave,CA,San Francisco,94124.0,09/15/2005,,Bayview Hunters Point,"1469 HUDSON AVE
San Francisco, CA 94124
(37.738673, -122.385804)",10.0,,no,4703.0
James Standfield Catering,Food Services,,425 Littlefield Ave,CA,S+san+fran,94080.0,07/31/2007,06/01/2017,,"425 LITTLEFIELD AVE S
SAN FRAN, CA 94080
(37.649841, -122.39442)",,3593.0,yes,
James Standfield Catering,Food Services,,2155 Webster Street,CA,San Francisco,94109.0,07/31/2007,06/01/2017,Pacific Heights,"2155 WEBSTER STREET
San Francisco, CA 94109
(37.790358, -122.432476)",2.0,3593.0,yes,
James Standfield Catering,Food Services,,155 Fifth St,CA,San Francisco,94102.0,07/31/2007,06/01/2017,South of Market,"155 FIFTH ST
San Francisco, CA 94102
(37.781853, -122.405392)",6.0,3593.0,yes,
Live Sushi Bar,Food Services,"Restaurant 1,000 - 2,000 Sqft",2001 17th St,CA,San Francisco,94103.0,02/01/2008,,Potrero Hill,"2001 17TH ST
San Francisco, CA 94103
(37.764712, -122.403696)",10.0,,no,3834.0
Bar Jules,Food Services,,609 Hayes St,CA,San Francisco,94102.0,11/27/2007,04/06/2015,Hayes Valley,"609 HAYES ST
San Francisco, CA 94102
(37.776423, -122.426553)",5.0,2687.0,yes,
Van Electric,Food Services,,2508 Bartlett St,CA,Oakland,94601.0,12/01/2005,06/20/2017,,"2508 BARTLETT ST
OAKLAND, CA 94601
(37.788335, -122.211573)",,4219.0,yes,
Let's Be Frank,Food Services,,3318 Steiner St,CA,San Francisco,94123.0,06/20/2005,,Marina,"3318 STEINER ST
San Francisco, CA 94123
(37.79997, -122.437769)",2.0,,no,4790.0
The Pub At S F S U,Food Services,"Restaurant Less Than 1,000 Sqft",1650 Holloway Ave C-134,CA,San Francisco,94132.0,01/01/2008,,Lakeshore,"1650 HOLLOWAY AVE
San Francisco, CA 94132
(37.72091, -122.478945)",7.0,,no,3865.0
Mission Noodle House,Food Services,,4845 Mission St,CA,San Francisco,94112.0,01/18/2008,05/20/2017,Excelsior,"4845 MISSION ST
San Francisco, CA 94112
(37.720873, -122.437689)",11.0,3410.0,yes,
Nopalito,Food Services,"Restaurant 1,000 - 2,000 Sqft",306 Broderick St,CA,San Francisco,94117.0,08/01/2008,,Hayes Valley,"306 BRODERICK ST
San Francisco, CA 94117
(37.77336, -122.439188)",5.0,,no,3652.0
Popeyes Chicken & Biscuit,Food Services,Fast Food Extablishment,599 Divisadero St,CA,San Francisco,94117.0,10/01/1986,,Hayes Valley,"599 DIVISADERO ST
San Francisco, CA 94117
(37.77486, -122.437818)",5.0,,no,11627.0
Burgermeister,Food Services,"Restaurant 1,000 - 2,000 Sqft",86 Carl St,CA,San Francisco,94117.0,01/14/2005,,Haight Ashbury,"86 CARL ST
San Francisco, CA 94117
(37.765859, -122.449604)",5.0,,no,4947.0
Burgermeister,Food Services,"Restaurant Less Than 1,000 Sqft",759 Columbus Ave,CA,San Francisco,94133.0,01/14/2005,,,"759 COLUMBUS AVE
San Francisco, CA 94133
(37.801719, -122.412301)",,,no,4947.0
Burgermeister,Food Services,"Restaurant 1,000 - 2,000 Sqft",138 Church St,CA,San Francisco,94114.0,01/14/2005,,Castro/Upper Market,"138 CHURCH ST
San Francisco, CA 94114
(37.768658, -122.429058)",8.0,,no,4947.0
Creative Sushi Catering,Food Services,,800 Van Ness Ave,CA,San Francisco,94109.0,04/07/2005,12/21/2017,Tenderloin,"800 VAN NESS AVE
San Francisco, CA 94109
(37.783007, -122.420769)",6.0,4641.0,yes,
The Mission St Oyster Bar,Food Services,"Restaurant 1,000 - 2,000 Sqft",2282 Mission St,CA,San Francisco,94110.0,09/14/2006,,Mission,"2282 MISSION ST
San Francisco, CA 94110
(37.760493, -122.419227)",9.0,,no,4339.0
Daimaru Sushi,Food Services,,290 Sanchez St,CA,San Francisco,94114.0,03/01/2008,,Castro/Upper Market,"290 SANCHEZ ST
San Francisco, CA 94114
(37.764506, -122.430902)",8.0,,no,3805.0
Gelato Classico Italian Ice Cr,Food Services,,576 Union St,CA,San Francisco,94133.0,02/22/2006,,North Beach,"576 UNION ST
San Francisco, CA 94133
(37.800496, -122.40877)",3.0,,no,4543.0
Regent Thai Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",1700 Church St,CA,San Francisco,94131.0,07/01/2007,,Noe Valley,"1700 CHURCH ST
San Francisco, CA 94131
(37.743583, -122.426651)",8.0,,no,4049.0
Pisco,Food Services,,1817 Market St,CA,San Francisco,94103.0,02/21/2008,04/25/2015,Mission,"1817 MARKET ST
San Francisco, CA 94103
(37.771349, -122.423963)",8.0,2620.0,yes,
House Of Pisco,Food Services,,1817 Market St,CA,San Francisco,94103.0,02/21/2008,04/25/2015,Mission,"1817 MARKET ST
San Francisco, CA 94103
(37.771349, -122.423963)",8.0,2620.0,yes,
The Posh Bagel,Food Services,"Restaurant 1,000 - 2,000 Sqft",266 Sutter St,CA,San Francisco,94108.0,02/01/2008,,Financial District/South Beach,"266 SUTTER ST
San Francisco, CA 94108
(37.789678, -122.404978)",3.0,,no,3834.0
The Broken Record,Food Services,Multiple,1166 Geneva Ave,CA,San Francisco,94112.0,04/01/2007,,Excelsior,"1166 GENEVA AVE
San Francisco, CA 94112
(37.714431, -122.436796)",11.0,,no,4140.0
Piazza Pellegrini,Food Services,Multiple,659 Columbus Ave,CA,San Francisco,94133.0,09/30/2005,,Chinatown,"659 COLUMBUS AVE
San Francisco, CA 94133
(37.800976, -122.411221)",3.0,,no,4688.0
Bambino's Ristorante,Food Services,"Restaurant 1,000 - 2,000 Sqft",945 Cole St,CA,San Francisco,94117.0,09/01/2005,,Haight Ashbury,"945 COLE ST
San Francisco, CA 94117
(37.765184, -122.449829)",5.0,,no,4717.0
Hanoi Bistro,Food Services,,890 Taraval St,CA,San Francisco,94116.0,08/01/2007,,,"890 TARAVAL ST
SAN FRANCISCO, CA 94116
(37.743069, -122.47544)",,,no,4018.0
Gelateria Naia,Food Services,,736 Alfred Nobel Dr,CA,Hercules,94547.0,08/08/2005,02/25/2018,,"736 ALFRED NOBEL DR
HERCULES, CA 94547
(38.019511, -122.274559)",,4584.0,yes,
Just For You Cafe Inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",732 22nd St,CA,San Francisco,94107.0,03/01/2008,,Potrero Hill,"732 22ND ST
San Francisco, CA 94107
(37.757925, -122.388741)",10.0,,no,3805.0
Kitchen On The Hill,Food Services,Cottage Food Kitchen - Tier B (Indirect Sales),630 Rhode Island St,CA,San Francisco,94107.0,03/01/2008,,Potrero Hill,"630 RHODE ISLAND ST
San Francisco, CA 94107
(37.761758, -122.402307)",10.0,,no,3805.0
Pasilla,Food Services,"Restaurant 1,000 - 2,000 Sqft",359 Kearny St,CA,San Francisco,94108.0,03/07/2008,,Financial District/South Beach,"359 KEARNY ST
San Francisco, CA 94108
(37.791518, -122.404195)",3.0,,no,3799.0
Delise,Food Services,"Restaurant Less Than 1,000 Sqft",327 Bay St,CA,San Francisco,94133.0,06/08/2009,,,"327 BAY ST
San Francisco, CA 94133
(37.805769, -122.412402)",,,no,3341.0
Rainforest Cafe Fisherman Whf,Food Services,,145 Jefferson St 400,CA,San Francisco,94133.0,01/01/2008,,North Beach,"145 JEFFERSON ST
San Francisco, CA 94133
(37.808332, -122.414851)",3.0,,no,3865.0
Bubba Gump Shrimp Restaurants,Food Services,"Restaurant Greater Than 2,000 Sqft",39 Pier M-211,CA,San+francisco,94133.0,01/01/2008,,,"39 PIER
San Francisco, CA 94133
(37.795541, -122.394141)",,,no,3865.0
Cap'n Mike's Holy Smoke Llc,Food Services,,642 Martin Ave A1,CA,Rohnert+park,94928.0,01/01/2006,,,"642 MARTIN AVE
ROHNERT PARK, CA 94928
(38.354814, -122.723236)",,,no,4595.0
Little Delhi India Restaurant,Food Services,Multiple,83 Eddy St,CA,San Francisco,94102.0,11/30/2005,,Tenderloin,"83 EDDY ST
San Francisco, CA 94102
(37.78439, -122.409079)",6.0,,no,4627.0
Honey Honey Cafe,Food Services,"Restaurant Greater Than 2,000 Sqft",599 Post St,CA,San Francisco,94102.0,03/01/2008,,Tenderloin,"599 POST ST
San Francisco, CA 94102
(37.78787, -122.411712)",3.0,,no,3805.0
Raijin Kitchen,Food Services,,1353 Taraval St,CA,San Francisco,94116.0,03/15/2012,,Sunset/Parkside,"1353 TARAVAL ST
San Francisco, CA 94116
(37.742832, -122.480683)",4.0,,no,2330.0
Gelateria Naia,Food Services,,2106 Shattuck,CA,Berkeley,94704.0,08/08/2005,02/25/2018,,"2106 SHATTUCK
BERKELEY, CA 94704
(37.871054, -122.268275)",,4584.0,yes,
Hizzy Cafe,Food Services,,1134 Valencia St,CA,San Francisco,94110.0,08/01/2006,,Mission,"1134 VALENCIA ST
San Francisco, CA 94110
(37.754678, -122.420911)",8.0,,no,4383.0
Fahim Shafik Pizza Zone Inc,Food Services,"Restaurant Less Than 1,000 Sqft",555 Beach St,CA,San Francisco,94133.0,02/01/2008,,North Beach,"555 BEACH ST
San Francisco, CA 94133
(37.806974, -122.418094)",3.0,,no,3834.0
Kate Obriens Irish Bar & Rest,Food Services,Multiple,577 Howard St 100-210,CA,San Francisco,94105.0,02/01/2006,,Financial District/South Beach,"577 HOWARD ST
San Francisco, CA 94105
(37.78725, -122.397637)",6.0,,no,4564.0
Han Il Kwan,Food Services,Multiple,1802 Balboa St,CA,San Francisco,94121.0,05/15/2006,,Outer Richmond,"1802 BALBOA ST
San Francisco, CA 94121
(37.776582, -122.47828)",1.0,,no,4461.0
Darioush Inc,Food Services,,350 Masonic Ave,CA,San Francisco,94117.0,03/29/2006,,,"350 MASONIC AVE
San Francisco, CA 94117
(37.777913, -122.446906)",,,no,4508.0
Velo Rouge Cafe,Food Services,Multiple,798 Arguello Blvd,CA,San Francisco,94118.0,03/01/2008,,Lone Mountain/USF,"798 ARGUELLO BLVD
San Francisco, CA 94118
(37.775238, -122.458445)",1.0,,no,3805.0
Cathead's Bbq,Food Services,,214 Winfield St,CA,San Francisco,94110.0,02/17/2008,,Bernal Heights,"214 WINFIELD ST
San Francisco, CA 94110
(37.741712, -122.419176)",9.0,,no,3818.0
Cathead's Bbq,Food Services,"Restaurant 1,000 - 2,000 Sqft",1665 Folsom St.,CA,San Francisco,94103.0,02/17/2008,,Mission,"1665 FOLSOM ST
San Francisco, CA 94103
(37.770185, -122.415405)",6.0,,no,3818.0
Sushi Suki Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",360 West Portal Ave C,CA,San Francisco,94127.0,02/21/2006,,West of Twin Peaks,"360 WEST PORTAL AVE
C San Francisco, CA 94127
(37.737247, -122.470058)",7.0,,no,4544.0
83 Proof,Food Services,Bars/taverns W/o Food Prep,83 1st St,CA,San Francisco,94105.0,11/01/2007,,Financial District/South Beach,"83 1ST ST
San Francisco, CA 94105
(37.78994, -122.397761)",6.0,,no,3926.0
Hipp Kitchen,Food Services,,236 West Portal 505,CA,San+francisco,94127.0,09/23/2005,,,"236 WEST PORTAL
San Francisco, CA 94127
(37.738551, -122.468448)",,,no,4695.0
Elaine Bell Catering Company,Food Services,,776 Technology Way,CA,Napa,94558.0,08/25/2005,,,"776 TECHNOLOGY WAY
NAPA, CA 94558
(38.225751, -122.266361)",,,no,4724.0
Nook,Food Services,,1500 Hyde St,CA,San Francisco,94109.0,03/20/2008,10/31/2017,Russian Hill,"1500 HYDE ST
San Francisco, CA 94109
(37.794689, -122.418149)",3.0,3512.0,yes,
Cuppa'cino Beverage Systems,Food Services,,2050 Galvez St 2nd Fl,CA,San+francisco,94124.0,07/01/2006,,,"2050 GALVEZ ST
San Francisco, CA 94124
(37.745446, -122.396085)",,,no,4414.0
Working Girls Cafe,Food Services,"Restaurant 1,000 - 2,000 Sqft",100 Spear St 140,CA,San Francisco,94105.0,03/16/2008,,Financial District/South Beach,"100 SPEAR ST
San Francisco, CA 94105
(37.792355, -122.393839)",6.0,,no,3790.0
Tokyo Food Express,Food Services,,1095 Hyde St,CA,San Francisco,94109.0,08/09/2005,,Nob Hill,"1095 HYDE ST
San Francisco, CA 94109
(37.791183, -122.417443)",3.0,,no,4740.0
Toast Eatery,Food Services,,96 Inverness,CA,San+francisco,94132.0,03/25/2008,,,"96 INVERNESS
San Francisco, CA 94132
(37.732528, -122.482766)",,,no,3781.0
Kara's Cupcakes,Food Services,,3055 Olin Ave 1010,CA,San+jose,95128.0,10/01/2006,,,"3055 OLIN AVE
SAN JOSE, CA 95128
(37.320525, -121.950016)",,,no,4322.0
Udupi Palace,Food Services,"Restaurant 1,000 - 2,000 Sqft",1007 Valencia St 12,CA,San Francisco,94110.0,04/15/2008,,Mission,"1007 VALENCIA ST
San Francisco, CA 94110
(37.756646, -122.421102)",9.0,,no,3760.0
Cello,Food Services,,50 Fremont,CA,San Francisco,94105.0,03/28/2008,,,"50 FREMONT
San Francisco, CA 94105
(37.790767, -122.3971)",,,no,3778.0
Casa Piena,Food Services,,50 Fremont St,CA,San Francisco,94105.0,03/28/2008,,,"50 FREMONT ST
San Francisco, CA 94105
(37.790767, -122.3971)",,,no,3778.0
Bistro Burger,Food Services,,333 Bush St,CA,San Francisco,94104.0,07/01/2007,01/29/2016,Financial District/South Beach,"333 BUSH ST
San Francisco, CA 94104
(37.790878, -122.403151)",3.0,3134.0,yes,
Bistro Burger,Food Services,,343 Sansome St,CA,San Francisco,94104.0,07/01/2007,01/29/2016,Financial District/South Beach,"343 SANSOME ST
San Francisco, CA 94104
(37.793686, -122.401278)",3.0,3134.0,yes,
The Ramp,Food Services,Multiple,855 Terry Francois St,CA,San+francisco,94158.0,04/01/2008,,,"855 TERRY FRANCOIS ST
San Francisco, CA 94158
(37.764845, -122.387337)",,,no,3774.0
The Commissary,Food Services,,246 Kearny St,CA,San Francisco,94133.0,02/01/2008,,,"246 KEARNY ST
San Francisco, CA 94133
(37.790456, -122.403983)",,,no,3834.0
Darioush Inc,Food Services,School Cafeterias (Private W/food Prep),3065 Jackson St,CA,San Francisco,94115.0,03/29/2006,,Pacific Heights,"3065 JACKSON ST
San Francisco, CA 94115
(37.791103, -122.445422)",2.0,,no,4508.0
Snyderman Restaurant Managemen,Food Services,,2049 Fillmore St 210,CA,San Francisco,94115.0,12/19/2005,03/27/2016,Pacific Heights,"2049 FILLMORE ST
San Francisco, CA 94115
(37.788636, -122.433786)",2.0,3751.0,yes,
Georges Bbq On 24th,Food Services,"Restaurant 1,000 - 2,000 Sqft",3231 24th St,CA,San Francisco,94110.0,04/09/2008,,Mission,"3231 24TH ST
San Francisco, CA 94110
(37.752327, -122.417012)",9.0,,no,3766.0
Georges Bbq,Food Services,,3231 24th St,CA,San Francisco,94110.0,04/09/2008,,Mission,"3231 24TH ST
San Francisco, CA 94110
(37.752327, -122.417012)",9.0,,no,3766.0
Vessel,Food Services,Multiple,73 Summer St 304,CA,San Francisco,94103.0,07/13/2006,,South of Market,"73 SUMMER ST
San Francisco, CA 94103
(37.776016, -122.410141)",6.0,,no,4402.0
Pisces California Cuisine,Food Services,"Restaurant 1,000 - 2,000 Sqft",3416 Judah St,CA,San Francisco,94122.0,03/15/2006,,Sunset/Parkside,"3416 JUDAH ST
San Francisco, CA 94122
(37.760751, -122.498598)",4.0,,no,4522.0
Sidewalk Juice Bar,Food Services,,3287 21st St,CA,San Francisco,94110.0,10/11/2005,12/31/2016,Mission,"3287 21ST ST
San Francisco, CA 94110
(37.756937, -122.420885)",9.0,4099.0,yes,
Crave,Food Services,"Restaurant 1,000 - 2,000 Sqft",2164 Polk St,CA,San Francisco,94109.0,05/01/2008,05/06/2018,Russian Hill,"2164 POLK ST
San Francisco, CA 94109
(37.796729, -122.421948)",3.0,3657.0,yes,
Umi,Food Services,"Restaurant Less Than 1,000 Sqft",1328 18th St.,CA,San Francisco,94107.0,03/01/2006,,Potrero Hill,"1328 18TH ST
San Francisco, CA 94107
(37.762597, -122.396281)",10.0,,no,4536.0
Rock Bar,Food Services,,80 29th St,CA,San Francisco,94110.0,04/11/2006,,,"80 29TH ST
SAN FRANCISCO, CA 94110
(37.74399, -122.421958)",,,no,4495.0
Metro Caffe,Food Services,"Restaurant Less Than 1,000 Sqft",247 Fillmore St,CA,San Francisco,94117.0,07/01/2006,,Hayes Valley,"247 FILLMORE ST
San Francisco, CA 94117
(37.771806, -122.430405)",5.0,,no,4414.0
K's Kitchen,Food Services,"Restaurant 1,000 - 2,000 Sqft",757 Monterey Blvd,CA,San Francisco,94127.0,05/01/2008,,,"757 MONTEREY BLVD
San Francisco, CA 94127
(37.731495, -122.452389)",,,no,3744.0
La Loma Produce Nos 3 & 9 Inc,Food Services,Multiple,5652 Mission St,CA,San Francisco,94112.0,01/28/2008,,Outer Mission,"5652 MISSION ST
San Francisco, CA 94112
(37.710643, -122.447884)",11.0,,no,3838.0
City Light Cafe,Food Services,,3251 20th Ave 250b,CA,San Francisco,94132.0,04/01/2008,,Lakeshore,"3251 20TH AVE
San Francisco, CA 94132
(37.727905, -122.475605)",7.0,,no,3774.0
Milk Bar,Food Services,Multiple,1840 Haight St,CA,San Francisco,94117.0,06/01/2007,,Haight Ashbury,"1840 HAIGHT ST
San Francisco, CA 94117
(37.769277, -122.452556)",5.0,,no,4079.0
Galaxy Club,Food Services,Multiple,1840 Haight St,CA,San Francisco,94117.0,06/01/2007,,Haight Ashbury,"1840 HAIGHT ST
San Francisco, CA 94117
(37.769277, -122.452556)",5.0,,no,4079.0
Gelateria Naia,Food Services,Fast Food Extablishment,520 Columbus Ave,CA,San Francisco,94133.0,08/08/2005,02/25/2018,,"520 COLUMBUS AVE
San Francisco, CA 94133
(37.799795, -122.409402)",,4584.0,yes,
Catering By Monty P,Food Services,,110 Hunter Point Shipyard,CA,San+francisco,94188.0,10/30/2006,,,"110 HUNTER POINT
SHIPYARD San Francisco, CA 94188
",,,no,4293.0
Papalote,Food Services,"Restaurant Less Than 1,000 Sqft",3409 24th St,CA,San Francisco,94110.0,01/01/2005,,Mission,"3409 24TH ST
San Francisco, CA 94110
(37.752089, -122.421037)",8.0,,no,4960.0
Anchor Oyster Bar Inc,Food Services,"Restaurant Less Than 1,000 Sqft",579 Castro St,CA,San Francisco,94114.0,01/01/2008,,Castro/Upper Market,"579 CASTRO ST
San Francisco, CA 94114
(37.759638, -122.434874)",8.0,,no,3865.0
Owl Tree The,Food Services,Bars/taverns W/o Food Prep,601 Post St,CA,San Francisco,94109.0,05/01/2008,,Tenderloin,"601 POST ST
San Francisco, CA 94109
(37.78787, -122.411712)",3.0,,no,3744.0
Crown & Crumpet,Food Services,,900 North Point St,CA,San Frnacisco,94109.0,05/15/2008,,,"900 NORTH POINT ST
SAN FRNACISCO, CA 94109
(37.805393, -122.422944)",,,no,3730.0
Hunan Cafe #2,Food Services,"Restaurant Less Than 1,000 Sqft",4450 Cabrillo St,CA,San Francisco,94121.0,12/01/2006,,Outer Richmond,"4450 CABRILLO ST
San Francisco, CA 94121
(37.773427, -122.50663)",1.0,,no,4261.0
Charles Phan Events,Food Services,Commissary,3334 18th St,CA,San Francisco,94115.0,05/22/2008,,,"3334 18TH ST
San Francisco, CA 94115
(37.761929, -122.417943)",,,no,3723.0
Green Cap Catering,Food Services,,580 Valencia St,CA,San Francisco,94110.0,05/22/2008,,Mission,"580 VALENCIA ST
San Francisco, CA 94110
(37.763624, -122.42176)",8.0,,no,3723.0
