business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened,formatted_address_x,formatted_name_x,uniqueid,full_address,business_id,name,MA,year,formatted_address_y,formatted_name_y,latitude,longitude
505 pinterest retail,Food Services,"Restaurant 1,000 - 2,000 Sqft",505 brannan st,CA,San Francisco,94103.0,10/01/1968,,,,,,no,18201.0,505 brannan,505,505505 brannan,"505 brannan st, San Francisco, CA, 94103.0",93888,505 pinterest dining garage level kitchen and 2nd floor staging,89.0,2018.0,505 brannan,505,,
505 pinterest retail,Food Services,"Restaurant 1,000 - 2,000 Sqft",505 brannan st,CA,San Francisco,94103.0,10/01/1968,,,,,,no,18201.0,505 brannan,505,505505 brannan,"505 brannan st, San Francisco, CA, 94103.0",94119,505 pinterest retail,96.0,2018.0,505 brannan,505,,
slice house by tony gemignani,Food Services,,1556 stockton st,CA,San Francisco,94133.0,02/10/2009,,,,,,no,3459.0,1556 stockton,slice,slice1556 stockton,"1556 stockton st, San Francisco, CA, 94133.0",62990,slice house by tony gemignani,93.0,2018.0,1556 stockton,slice,37.800218,-122.409096
papis sf,Food Services,"Restaurant Less Than 1,000 Sqft",846 geary st,CA,San Franisco,94109.0,12/11/2017,,,,,,no,233.0,846 geary,papis,papis846 geary,"846 geary st, San Franisco, CA, 94109.0",94463,papis sf,100.0,2018.0,846 geary,papis,,
papis sf,Food Services,,846 geary,CA,San+francisco,94109.0,12/11/2017,,,,,,no,233.0,846 geary,papis,papis846 geary,"846 geary, San+francisco, CA, 94109.0",94463,papis sf,100.0,2018.0,846 geary,papis,,
t bear cafe,Food Services,"Restaurant Less Than 1,000 Sqft",57 walter u lum pl,CA,San Francisco,94108.0,02/06/2018,,,,,,no,176.0,57 walter,t,t57 walter,"57 walter u lum pl, San Francisco, CA, 94108.0",95017,t bear cafe,96.0,2018.0,57 walter,t,,
wing lee bakery,Food Services,"Restaurant 1,000 - 2,000 Sqft",503 clement st,CA,San Francisco,94118.0,02/08/2018,,,,,,no,174.0,503 clement,wing,wing503 clement,"503 clement st, San Francisco, CA, 94118.0",94894,wing lee bakery,83.0,2018.0,503 clement,wing,,
wing lee bakery,Food Services,"Restaurant 1,000 - 2,000 Sqft",503 clement st,CA,San Francisco,94118.0,12/01/2013,02/21/2018,Inner Richmond,"503 CLEMENT ST
San Francisco, CA 94118
(37.782955, -122.464449)",1.0,1543.0,yes,,503 clement,wing,wing503 clement,"503 clement st, San Francisco, CA, 94118.0",94894,wing lee bakery,83.0,2018.0,503 clement,wing,,
smitten ice cream,Food Services,Multiple,432 octavia st 1a,CA,San Francisco,94102.0,01/01/2015,,,"432 OCTAVIA ST
SAN FRANCISCO, CA 94102
(37.776343, -122.424298)",,,no,1308.0,432 octavia,smitten,smitten432 octavia,"432 octavia st 1a, San Francisco, CA, 94102.0",89560,smitten ice cream,99.0,2018.0,432 octavia,smitten,,
smitten ice cream,Food Services,,432 octavia st,CA,San Francisco,94102.0,01/01/2015,,,"432 OCTAVIA ST
SAN FRANCISCO, CA 94102
(37.776343, -122.424298)",,,no,1308.0,432 octavia,smitten,smitten432 octavia,"432 octavia st, San Francisco, CA, 94102.0",89560,smitten ice cream,99.0,2018.0,432 octavia,smitten,,
beer nerds,Food Services,"Restaurant 1,000 - 2,000 Sqft",3331 24th st,CA,San Francisco,94110.0,02/09/2018,,,,,,no,173.0,3331 24th,beer,beer3331 24th,"3331 24th st, San Francisco, CA, 94110.0",95180,beer nerds,94.0,2018.0,3331 24th,beer,,
bon appetit  usf crossroads,Food Services,"Retail Mkts W/o Prep (Under 5,001)",2130 fulton st,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0,2130 fulton,bon,bon2130 fulton,"2130 fulton st, San Francisco, CA, 94117.0",4424,bon appetit  usf outta here,94.0,2017.0,2130 fulton,bon,37.775117,-122.452065
bon appetit  usf crossroads,Food Services,"Retail Mkts W/o Prep (Under 5,001)",2130 fulton st,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0,2130 fulton,bon,bon2130 fulton,"2130 fulton st, San Francisco, CA, 94117.0",10362,bon appetit  usf crossroads,96.0,2017.0,2130 fulton,bon,37.775117,-122.452065
bon appetit  usf crossroads,Food Services,"Retail Mkts W/o Prep (Under 5,001)",2130 fulton st,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0,2130 fulton,bon,bon2130 fulton,"2130 fulton st, San Francisco, CA, 94117.0",2907,bon appetit  usfmarket cafe,83.0,2017.0,2130 fulton,bon,37.775117,-122.452065
bon appetit  usf  gleeson library,Food Services,,2130 fulton st,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0,2130 fulton,bon,bon2130 fulton,"2130 fulton st, San Francisco, CA, 94117.0",4424,bon appetit  usf outta here,94.0,2017.0,2130 fulton,bon,37.775117,-122.452065
bon appetit  usf  gleeson library,Food Services,,2130 fulton st,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0,2130 fulton,bon,bon2130 fulton,"2130 fulton st, San Francisco, CA, 94117.0",10362,bon appetit  usf crossroads,96.0,2017.0,2130 fulton,bon,37.775117,-122.452065
bon appetit  usf  gleeson library,Food Services,,2130 fulton st,CA,San Francisco,94117.0,07/01/1987,,,,,,no,11354.0,2130 fulton,bon,bon2130 fulton,"2130 fulton st, San Francisco, CA, 94117.0",2907,bon appetit  usfmarket cafe,83.0,2017.0,2130 fulton,bon,37.775117,-122.452065
chocolate chair castro stree,Food Services,,4092 18th street,CA,San Francisco,94114.0,08/23/2014,,Castro/Upper Market,,8.0,,no,1439.0,4092 18th,chocolate,chocolate4092 18th,"4092 18th street, San Francisco, CA, 94114.0",94842,chocolate chair castro street,90.0,2018.0,4092 18th,chocolate,,
el pipila llc,Food Services,Caterer,2948 folsom st,CA,San Francisco,94110.0,05/25/2017,,,,,,no,433.0,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",89083,el meson de violeta,100.0,2016.0,2948 folsom,el,,
el pipila llc,Food Services,Caterer,2948 folsom st,CA,San Francisco,94110.0,05/25/2017,,,,,,no,433.0,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",92598,el pipila llc,100.0,2018.0,2948 folsom,el,,
el pipila,Food Services,,2948 folsom st,CA,San Francisco,94110.0,01/25/2013,12/31/2016,Mission,"2948 FOLSOM ST
San Francisco, CA 94110
(37.75001, -122.413841)",9.0,1436.0,yes,,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",89083,el meson de violeta,100.0,2016.0,2948 folsom,el,,
el pipila,Food Services,,2948 folsom st,CA,San Francisco,94110.0,01/25/2013,12/31/2016,Mission,"2948 FOLSOM ST
San Francisco, CA 94110
(37.75001, -122.413841)",9.0,1436.0,yes,,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",92598,el pipila llc,100.0,2018.0,2948 folsom,el,,
el buen comer llc,Food Services,,2948 folsom st,CA,San Francisco,94110.0,11/02/2013,,Mission,"2948 FOLSOM ST
San Francisco, CA 94110
(37.75001, -122.413841)",9.0,,no,1733.0,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",89083,el meson de violeta,100.0,2016.0,2948 folsom,el,,
el buen comer llc,Food Services,,2948 folsom st,CA,San Francisco,94110.0,11/02/2013,,Mission,"2948 FOLSOM ST
San Francisco, CA 94110
(37.75001, -122.413841)",9.0,,no,1733.0,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",92598,el pipila llc,100.0,2018.0,2948 folsom,el,,
el meson de violeta,Food Services,Caterer,2948 folsom st,CA,San Francisco,94110.0,08/11/2016,,,,,,no,720.0,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",89083,el meson de violeta,100.0,2016.0,2948 folsom,el,,
el meson de violeta,Food Services,Caterer,2948 folsom st,CA,San Francisco,94110.0,08/11/2016,,,,,,no,720.0,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",92598,el pipila llc,100.0,2018.0,2948 folsom,el,,
el pipila,Food Services,,2948 folsom st,CA,San Francisco,94110.0,01/01/2017,05/25/2017,,,,144.0,yes,,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",89083,el meson de violeta,100.0,2016.0,2948 folsom,el,,
el pipila,Food Services,,2948 folsom st,CA,San Francisco,94110.0,01/01/2017,05/25/2017,,,,144.0,yes,,2948 folsom,el,el2948 folsom,"2948 folsom st, San Francisco, CA, 94110.0",92598,el pipila llc,100.0,2018.0,2948 folsom,el,,
yin du wonton noodle llc,Food Services,,648 pacific ave,CA,San Francisco,94133.0,03/01/2016,,,,,,no,883.0,648 pacific,yin,yin648 pacific,"648 pacific ave, San Francisco, CA, 94133.0",87799,yin du wonton noodle llc,77.0,2017.0,648 pacific,yin,,
yin du wonton noodle llc,Food Services,"Restaurant Less Than 1,000 Sqft",648 pacific st,CA,San+francisco,94133.0,03/01/2016,,,"648 PACIFIC ST
SAN FRANCISCO, CA 94133
(35.276901, -120.663991)",,,no,883.0,648 pacific,yin,yin648 pacific,"648 pacific st, San+francisco, CA, 94133.0",87799,yin du wonton noodle llc,77.0,2017.0,648 pacific,yin,,
yin du wonton noodle llc,Food Services,,648 pacific ave,CA,San Francisco,94133.0,03/01/2016,03/01/2016,,"648 PACIFIC AVE
SAN FRANCISCO, CA 94133
(37.796952, -122.406478)",,0.0,yes,,648 pacific,yin,yin648 pacific,"648 pacific ave, San Francisco, CA, 94133.0",87799,yin du wonton noodle llc,77.0,2017.0,648 pacific,yin,,
agricole ii,Food Services,Places Of Public Assembly & Open-Air Assembly,355 11th st ste 100,CA,San Francisco,94103.0,01/01/2018,,South of Market,,6.0,,no,212.0,355 11th,agricole,agricole355 11th,"355 11th st ste 100, San Francisco, CA, 94103.0",94706,agricole ii,96.0,2018.0,355 11th,agricole,,
agricole ii llc,Food Services,,355 11th st ste 100,CA,San Francisco,94103.0,07/26/2016,,South of Market,,6.0,,no,736.0,355 11th,agricole,agricole355 11th,"355 11th st ste 100, San Francisco, CA, 94103.0",94706,agricole ii,96.0,2018.0,355 11th,agricole,,
cento osteria,Food Services,Multiple,100 brannan st,CA,San Francisco,94107.0,01/19/2018,,Financial District/South Beach,,6.0,,no,194.0,100 brannan,cento,cento100 brannan,"100 brannan st, San Francisco, CA, 94107.0",95441,cento osteria,96.0,2018.0,100 brannan,cento,,
tuba express mediterranean kebab and gyro,Food Services,"Restaurant 1,000 - 2,000 Sqft",1550 california st,CA,San Francisco,94109.0,01/24/2018,,,,,,no,189.0,1550 california,tuba,tuba1550 california,"1550 california st, San Francisco, CA, 94109.0",94921,tuba express mediterraean kebab and gyro,86.0,2018.0,1550 california,tuba,,
pizza orgasmica,Food Services,"Restaurant Less Than 1,000 Sqft",3157 fillmore st,CA,San Francisco,94123.0,04/01/2007,,,"3157 FILLMORE ST
San Francisco, CA 94123
(37.79878, -122.435844)",,,no,4140.0,3157 fillmore,pizza,pizza3157 fillmore,"3157 fillmore st, San Francisco, CA, 94123.0",34388,pizza orgasmica,69.5,2018.0,3157 fillmore,pizza,37.798764,-122.435874
red chilli,Food Services,,522 jones st,CA,San Francisco,94102.0,06/01/2018,,Tenderloin,,6.0,,no,61.0,522 jones,red,red522 jones,"522 jones st, San Francisco, CA, 94102.0",74210,red chilli,87.5,2018.0,522 jones,red,,
red chilli,Food Services,,522 jones st,CA,San Francisco,94102.0,06/01/2018,,Tenderloin,,6.0,,no,61.0,522 jones,red,red522 jones,"522 jones st, San Francisco, CA, 94102.0",74210,red chilli,87.5,2018.0,522 jones,red,,
red chilli,Food Services,,522 jones st,CA,San Francisco,94102.0,07/01/2017,,Tenderloin,,6.0,,no,396.0,522 jones,red,red522 jones,"522 jones st, San Francisco, CA, 94102.0",74210,red chilli,87.5,2018.0,522 jones,red,,
red chilli,Food Services,"Restaurant Less Than 1,000 Sqft",522 jones st,CA,San Francisco,94102.0,06/20/2013,,,"522 JONES ST
San Francisco, CA 94102
(37.786159, -122.413053)",,,no,1868.0,522 jones,red,red522 jones,"522 jones st, San Francisco, CA, 94102.0",74210,red chilli,87.5,2018.0,522 jones,red,,
wow thai kitchen,Food Services,,701 randolph st,CA,San Francisco,94132.0,06/12/2018,,,,,,no,50.0,701 randolph,wow,wow701 randolph,"701 randolph st, San Francisco, CA, 94132.0",96775,wow thai kitchen,94.0,2018.0,701 randolph,wow,,
wow thai bistro,Food Services,"Restaurant 1,000 - 2,000 Sqft",701 randolph st,CA,San Francisco,94132.0,09/18/2017,,,,,,no,317.0,701 randolph,wow,wow701 randolph,"701 randolph st, San Francisco, CA, 94132.0",96775,wow thai kitchen,94.0,2018.0,701 randolph,wow,,
ritu indian soul food,Food Services,,3111 24th st,CA,San Francisco,94110.0,04/01/2014,,,,,,no,1583.0,3111 24th,ritu,ritu3111 24th,"3111 24th st, San Francisco, CA, 94110.0",87699,ritu indian soul food,97.0,2018.0,3111 24th,ritu,,
sf hole in the wall pizza,Food Services,"Restaurant Less Than 1,000 Sqft",3244 scott st,CA,San Francisco,94123.0,02/16/2018,,Marina,,2.0,,no,166.0,3244 scott,sf,sf3244 scott,"3244 scott st, San Francisco, CA, 94123.0",95526,sf hole in the wall pizza,96.0,2018.0,3244 scott,sf,,
sf hole in the wall pizza,Food Services,"Restaurant Less Than 1,000 Sqft",3244 scott st,CA,San Francisco,94123.0,03/01/2007,02/19/2018,,"3244 SCOTT ST
San Francisco, CA 94123
(37.799679, -122.441085)",,4008.0,yes,,3244 scott,sf,sf3244 scott,"3244 scott st, San Francisco, CA, 94123.0",95526,sf hole in the wall pizza,96.0,2018.0,3244 scott,sf,,
sultans kebab,Food Services,"Restaurant Less Than 1,000 Sqft",3915 24th st,CA,San Francisco,94114.0,02/20/2018,,,,,,no,162.0,3915 24th,sultans,sultans3915 24th,"3915 24th st, San Francisco, CA, 94114.0",95014,sultans kebab,91.0,2018.0,3915 24th,sultans,,
dillers deli,Food Services,"Restaurant 1,000 - 2,000 Sqft",348 pine st,CA,San Francisco,94104.0,01/01/1989,,Financial District/South Beach,"348 PINE ST
San Francisco, CA 94104
(37.791988, -122.40187)",3.0,,no,10804.0,348 pine,dillers,dillers348 pine,"348 pine st, San Francisco, CA, 94104.0",1856,dillers delicatessen,85.5,2018.0,348 pine,dillers,37.792059,-122.40178
eko kitchen,Food Services,Caterer,160 14th street st,CA,San Francisco,94103.0,03/23/2018,,Mission,,9.0,,no,131.0,160 14th,eko,eko160 14th,"160 14th street st, San Francisco, CA, 94103.0",96608,eko kitchen,100.0,2018.0,160 14th,eko,,
poke delish,Food Services,"Restaurant 1,000 - 2,000 Sqft",708 kearny st,CA,San Francisco,94108.0,05/04/2016,,Chinatown,,3.0,,no,819.0,708 kearny,poke,poke708 kearny,"708 kearny st, San Francisco, CA, 94108.0",94956,poke delish,92.5,2018.0,708 kearny,poke,,
ace king bbq,Food Services,"Restaurant Less Than 1,000 Sqft",1820 clement st,CA,San Francisco,94121.0,02/22/2018,,,,,,no,160.0,1820 clement,ace,ace1820 clement,"1820 clement st, San Francisco, CA, 94121.0",94954,ace king bbq,75.0,2018.0,1820 clement,ace,,
wing wings,Food Services,"Restaurant Less Than 1,000 Sqft",422 haight st.,CA,San Francisco,94117.0,02/21/2018,,Hayes Valley,,5.0,,no,161.0,422 haight,wing,wing422 haight,"422 haight st., San Francisco, CA, 94117.0",95021,wing wings,87.0,2018.0,422 haight,wing,,
wing wings,Food Services,"Restaurant Less Than 1,000 Sqft",422 haight st,CA,San Francisco,94117.0,01/28/2011,03/31/2018,Hayes Valley,"422 HAIGHT ST
San Francisco, CA 94117
(37.772253, -122.429302)",5.0,2619.0,yes,,422 haight,wing,wing422 haight,"422 haight st, San Francisco, CA, 94117.0",95021,wing wings,87.0,2018.0,422 haight,wing,,
cafe valencia,Food Services,,1252 valencia st,CA,San Francisco,94110.0,02/22/2018,,,,,,no,160.0,1252 valencia,cafe,cafe1252 valencia,"1252 valencia st, San Francisco, CA, 94110.0",93362,cafe valencia,90.0,2018.0,1252 valencia,cafe,,
cafe valencia,Food Services,,1252 valencia st,CA,San Francisco,94110.0,10/02/2017,12/31/2017,,,,90.0,yes,,1252 valencia,cafe,cafe1252 valencia,"1252 valencia st, San Francisco, CA, 94110.0",93362,cafe valencia,90.0,2018.0,1252 valencia,cafe,,
alamo square cafe,Food Services,,711 fillmore st,CA,San Francisco,94117.0,02/21/2018,,,,,,no,161.0,711 fillmore,alamo,alamo711 fillmore,"711 fillmore st, San Francisco, CA, 94117.0",95033,alamo square cafe,90.0,2018.0,711 fillmore,alamo,,
kokio republic,Food Services,Mobile Food Facility 5,428 11th st,CA,San Francisco,94109.0,12/09/2017,,,,,,no,235.0,428 11th,kokio,kokio428 11th,"428 11th st, San Francisco, CA, 94109.0",94394,kokio republic,87.0,2018.0,428 11th,kokio,,
osakaya restaurant,Food Services,,1737 post st ste 370,CA,San Francisco,94115.0,02/28/2018,,Japantown,,5.0,,no,154.0,1737 post,osakaya,osakaya1737 post,"1737 post st ste 370, San Francisco, CA, 94115.0",95067,osakaya restaurant,85.0,2018.0,1737 post,osakaya,,
osakaya restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",1737 post st,CA,San Francisco,94115.0,01/01/1998,,Japantown,"1737 POST ST
San Francisco, CA 94115
(37.785551, -122.430082)",5.0,,no,7517.0,1737 post,osakaya,osakaya1737 post,"1737 post st, San Francisco, CA, 94115.0",95067,osakaya restaurant,85.0,2018.0,1737 post,osakaya,,
cha cha cha restaurant,Food Services,"Restaurant Greater Than 2,000 Sqft",1801 haight st,CA,San Francisco,94117.0,05/19/1983,06/30/2017,Haight Ashbury,"1801 HAIGHT ST
San Francisco, CA 94117
(37.769337, -122.452059)",5.0,12461.0,yes,,1801 haight,cha,cha1801 haight,"1801 haight st, San Francisco, CA, 94117.0",91984,cha cha cha,76.0,2018.0,1801 haight,cha,,
cha cha cha,Food Services,"Restaurant Greater Than 2,000 Sqft",1801 haight st,CA,San Francisco,94117.0,08/26/2016,,,,,,no,705.0,1801 haight,cha,cha1801 haight,"1801 haight st, San Francisco, CA, 94117.0",91984,cha cha cha,76.0,2018.0,1801 haight,cha,,
sugoi sushi and catering,Food Services,,1152 valencia st,CA,San Francisco,94110.0,09/29/2017,,,,,,no,306.0,1152 valencia,sugoi,sugoi1152 valencia,"1152 valencia st, San Francisco, CA, 94110.0",94231,sugoi sushi,85.0,2017.0,1152 valencia,sugoi,,
sugoi sushi,Food Services,,1152 valencia st,CA,San Francisco,94110.0,01/22/2013,01/01/2017,,"1152 VALENCIA ST
SAN FRANCISCO, CA 94110
(37.75445, -122.420889)",,1440.0,yes,,1152 valencia,sugoi,sugoi1152 valencia,"1152 valencia st, San Francisco, CA, 94110.0",94231,sugoi sushi,85.0,2017.0,1152 valencia,sugoi,,
sugoi sushi,Food Services,"Restaurant 1,000 - 2,000 Sqft",1152 valencia st,CA,San Francisco,94110.0,03/16/2017,,,,,,no,503.0,1152 valencia,sugoi,sugoi1152 valencia,"1152 valencia st, San Francisco, CA, 94110.0",94231,sugoi sushi,85.0,2017.0,1152 valencia,sugoi,,
ediths food company inc,Food Services,Caterer Retail Food Vehicles,1 united nations plz,CA,San Francisco,94108.0,08/30/2013,,,"1 UNITED NATIONS PLZ
San Francisco, CA 94108
(37.779887, -122.413445)",,,no,1797.0,1 united,ediths,ediths1 united,"1 united nations plz, San Francisco, CA, 94108.0",76064,ediths food company inc,100.0,2016.0,1 united,ediths,,
udon underground,Food Services,"Restaurant 1,000 - 2,000 Sqft",493 pine st,CA,San Francisco,94104.0,12/06/2017,,Financial District/South Beach,,3.0,,no,238.0,493 pine,udon,udon493 pine,"493 pine st, San Francisco, CA, 94104.0",95495,udon underground,88.0,2018.0,493 pine,udon,,
back room,Food Services,"Restaurant Less Than 1,000 Sqft",4601 geary blvd,CA,San Francisco,94118.0,04/21/2015,,,,,,no,1198.0,4601 geary,back,back4601 geary,"4601 geary blvd, San Francisco, CA, 94118.0",95375,back room,94.0,2018.0,4601 geary,back,,
joey and pats baskery  coffee,Food Services,,2499 folsom st,CA,San Francisco,94110.0,03/02/2018,,,,,,no,152.0,2499 folsom,joey,joey2499 folsom,"2499 folsom st, San Francisco, CA, 94110.0",95560,joey and pats bakery  coffee,92.0,2018.0,2499 folsom,joey,,
joey and pats bakery  coffee,Food Services,"Restaurant 1,000 - 2,000 Sqft",2499 folsom st,CA,San Francisco,94110.0,03/02/2018,,,,,,no,152.0,2499 folsom,joey,joey2499 folsom,"2499 folsom st, San Francisco, CA, 94110.0",95560,joey and pats bakery  coffee,92.0,2018.0,2499 folsom,joey,,
joey and pats bakery  caffee,Food Services,,2499 folsom st,CA,San Frascisco,94110.0,03/02/2018,,Mission,,9.0,,no,152.0,2499 folsom,joey,joey2499 folsom,"2499 folsom st, San Frascisco, CA, 94110.0",95560,joey and pats bakery  coffee,92.0,2018.0,2499 folsom,joey,,
joey and pats bakery  coffee,Food Services,"Restaurant Less Than 1,000 Sqft",2499 folsom st,CA,San Francisco,94123.0,10/01/2011,03/02/2018,,"2499 FOLSOM ST
San Francisco, CA 94123
(37.757295, -122.414538)",,2344.0,yes,,2499 folsom,joey,joey2499 folsom,"2499 folsom st, San Francisco, CA, 94123.0",95560,joey and pats bakery  coffee,92.0,2018.0,2499 folsom,joey,,
r caffe,Food Services,"Restaurant Less Than 1,000 Sqft",614 polk st,CA,San Francisco,94102.0,10/01/2013,02/27/2018,Tenderloin,"614 POLK ST
San Francisco, CA 94102
(37.782298, -122.419023)",6.0,1610.0,yes,,614 polk,r,r614 polk,"614 polk st, San Francisco, CA, 94102.0",95095,r caffe,93.0,2018.0,614 polk,r,,
