business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,input_string,price_level,rating,business_name.1,Q1_16_Nature_Exp,Q2_16_Nature_Exp,Q3_16_Nature_Exp,Q4_16_Nature_Exp,Q1_17_Nature_Exp,Q2_17_Nature_Exp,Q3_17_Nature_Exp,Q4_17_Nature_Exp,Q1_16_Family_Fun,Q2_16_Family_Fun,Q3_16_Family_Fun,Q4_16_Family_Fun,Q1_17_Family_Fun,Q2_17_Family_Fun,Q3_17_Family_Fun,Q4_17_Family_Fun,Q1_16_Healthy_Lifestyle,Q2_16_Healthy_Lifestyle,Q3_16_Healthy_Lifestyle,Q4_16_Healthy_Lifestyle,Q1_17_Healthy_Lifestyle,Q2_17_Healthy_Lifestyle,Q3_17_Healthy_Lifestyle,Q4_17_Healthy_Lifestyle,Q1_16_Nightlife_Hotspot,Q2_16_Nightlife_Hotspot,Q3_16_Nightlife_Hotspot,Q4_16_Nightlife_Hotspot,Q1_17_Nightlife_Hotspot,Q2_17_Nightlife_Hotspot,Q3_17_Nightlife_Hotspot,Q4_17_Nightlife_Hotspot,Q1_16_Artsy,Q2_16_Artsy,Q3_16_Artsy,Q4_16_Artsy,Q1_17_Artsy,Q2_17_Artsy,Q3_17_Artsy,Q4_17_Artsy,Q1_16_Foodie,Q2_16_Foodie,Q3_16_Foodie,Q4_16_Foodie,Q1_17_Foodie,Q2_17_Foodie,Q3_17_Foodie,Q4_17_Foodie,Q1_16_Hipster,Q2_16_Hipster,Q3_16_Hipster,Q4_16_Hipster,Q1_17_Hipster,Q2_17_Hipster,Q3_17_Hipster,Q4_17_Hipster,Q1_16_Beautiful_Scenery,Q2_16_Beautiful_Scenery,Q3_16_Beautiful_Scenery,Q4_16_Beautiful_Scenery,Q1_17_Beautiful_Scenery,Q2_17_Beautiful_Scenery,Q3_17_Beautiful_Scenery,Q4_17_Beautiful_Scenery,Foodie_16,Foodie_17,lic_code_cat,district_cat,Nature_Exp,Family_Fun,Healthy_Lifestyle,Nightlife_Hotspot,Artsy,Foodie,Hipster,Beautiful_Scenery
pink onion,"Restaurant Less Than 1,000 Sqft",64 14th st,12/15/2016,,600,1,"64 14th st, San Francisco, CA, 94103",90511,pink onion,Mission,92.5,2018,37.7687832,-122.4148932,Census Tract 177,6075017700,http://www.sfgate.com/neighborhoods/sf/mission/,1109,91145,45100,501,35259,1077,26.4,630,220,118,81,0,97,54,33,24,0,30,101,193,236,201,102,13,919,95,70,78814,90940,89669,0,83.5,2.3,0,1077,58.1,20.3,10.9,7.5,3.2,0,8.9,5,3,2.2,0,2.8,9.3,17.8,21.8,18.5,9.4,1.2,84.8,8.8,6.5,2.6,0,10.9,7.4,12.7,13.3,17.7,20.6,9.2,5.5,2128,35.2,1308,36.9,820,32.7,245,801,744,57,744,164,580,61.5,38.5,32.9,92.9,7.1,100,22,78,2016,,12,,la capra coffee,2,4.2,mission minis,70.06,75.48,79.22,77.88,76.13,78.7,73.17,67.95,67.84,75.62,75.19,76.45,66.58,70.8,67.56,67.3,80,79.98,79.99,80,80,80,80,79.96,81.45,81.05,90.18,88.87,86.83,85.49,80.87,83.26,95.12,94.84,96.78,96.46,96.21,95.13,94.15,94.2,79.94,80,79.78,80.21,79.93,79.99,79.29,79.28,91.22,94.46,96.24,97.43,96.04,96.4,89.18,87.33,47.37,42.38,44.15,49.06,45.08,47.75,47.68,52.47,79.9825,79.6225,3,38,74.82375,70.9175,79.99125,84.75,95.36125,79.8025,93.5375,46.9925
amami llc,"Restaurant Less Than 1,000 Sqft",430 geary st,12/21/2016,,594,1,"430 geary st, San Francisco, CA, 94102",89653,amami llc,Lower Nob Hill,96,2018,37.7872099,-122.410422,Census Tract 123.02,6075012302,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",1257,86431,30162,1568,33082,946,29.1,501,230,245,33,0,27,40,25,44,19,57,24,251,160,262,43,89,843,152,46,24375,36833,51175,135,61.2,17.2,9.9,946,48.1,22.1,23.5,3.2,3.1,0,2.6,3.8,2.4,4.2,1.8,5.5,2.3,24.1,15.4,25.2,4.1,8.5,81,14.6,4.4,28.1,5.3,17.2,15.2,4.6,16.6,3.3,7.9,1.8,0,3073,33,1746,36.8,1327,29.3,258,2388,2098,290,2098,4,2094,56.8,43.2,12.3,87.9,12.1,100,0.2,99.8,2016,,12,,the crafty fox ale house,2,4.6,han bat korean restaurant,39.91,38.5,58.44,50.91,42.25,43.27,43.51,42.75,33.2,29.4,43.49,45.32,44.04,37.73,30.89,33.49,27.53,49.37,50.88,52.29,51.72,51.05,48.53,27.5,8.52,13.37,9.16,23.24,14.24,16.97,13.51,10.13,45.29,43,51.28,55.5,45.82,49.31,44.32,44.84,8.53,9.97,25.31,54.45,33.96,41.58,52.38,21.19,23.85,21.15,21.93,32.5,30.72,22.43,23.94,23.64,5.68,5.83,6.65,18.14,5.85,5.55,6.65,5.59,24.565,37.2775,3,34,44.9425,37.195,44.85875,13.6425,47.42,30.92125,25.02,7.4925
pakwan restaurant,"Restaurant 1,000 - 2,000 Sqft",1140 ocean ave,12/21/2016,,594,1,"1140 ocean ave, San Francisco, CA, 94112",89982,pakwan restaurant,Westwood Park,88,2017,37.7236342,-122.4539128,Census Tract 310,6075031000,"http://en.wikipedia.org/wiki/Westwood_Park,_San_Francisco,_California",1619,127799,43766,451,47672,1531,31.8,878,211,302,97,10,170,29,73,125,52,110,142,168,452,102,57,69,1124,259,176,91907,109984,113180,43,59.7,3.7,5.2,1531,56.3,13.5,19.4,6.2,4.6,0.6,10.9,1.9,4.7,8,3.3,7.1,9.1,10.8,29,6.5,3.7,4.4,72.1,16.6,11.3,4.2,1.6,11.3,1.9,8.8,13.8,11,18.8,16.9,11.9,3494,45.6,1755,44.4,1739,46.7,886,1322,1271,51,1271,1060,211,50.2,49.8,69.7,96.1,3.9,100,83.4,16.6,2016,,12,,tap (415),2,3.7,blowfish llc,63.42,66.75,73.72,75.26,73.68,78.07,68.97,65.9,42.22,50.59,55.34,59.75,58.48,57.29,46.14,51.5,79.67,79.87,79.9,79.94,79.89,79.89,79.92,79.83,80.2,82.01,89.57,86.66,83.61,85.9,80.82,80.12,95.96,96.1,97.83,97.7,97.71,97.26,96.17,96.27,75,77.6,73.72,77.71,77.21,79.26,71.59,74.54,80.62,85.78,89.13,90.06,88.55,91.62,80,79.38,22.95,26.87,27.33,31.38,30.26,34.97,39.63,29.44,76.0075,75.65,1,70,70.72125,52.66375,79.86375,83.61125,96.875,75.82875,85.6425,30.35375
tekka house,"Restaurant 1,000 - 2,000 Sqft",678 chenery st,12/22/2016,,593,1,"678 chenery st, San Francisco, CA, 94131",90588,tekka house,Glen Park,87.5,2018,37.7346927,-122.4336079,Census Tract 218,6075021800,"http://en.wikipedia.org/wiki/Glen_Park,_San_Francisco",2873,175463,60057,1020,53240,2572,30.3,1657,174,597,121,0,118,202,63,251,8,108,246,579,677,186,140,106,1871,505,308,101315,132690,122668,31,75,6.6,3,2572,61.7,6.5,22.2,4.5,5,0,4.4,7.5,2.3,9.4,0.3,4,9.2,21.6,25.2,6.9,5.2,3.9,69.7,18.8,11.5,4.5,2.4,3.3,5.7,6.9,18.7,6.9,18.3,13.3,20.1,3840,40.9,1931,41.1,1909,40.7,846,1884,1768,116,1768,1062,706,50.3,49.7,47.9,93.8,6.2,100,60.1,39.9,2016,,12,,brendas meat  three,2,4.6,cafe la boheme,66.84,75.47,79.1,74.46,74.18,77.59,68.02,60.76,71.76,77.29,77.76,76.04,72.47,75.22,74.47,75.17,79.99,79.96,79.96,80,80,79.99,80,79.84,79.88,79.81,81.66,80.8,80,80,79.87,79.99,93.28,92.85,95.32,95.36,95.05,93.68,92.77,92.13,79.62,79.69,77.96,79.97,79.43,79.66,77.07,78.24,86.76,91.18,95.72,95.68,94.4,94.17,87.57,85.98,16.67,22.61,21.13,19.03,16.19,17.37,16.31,22.43,79.31,78.6,1,20,72.0525,75.0225,79.9675,80.25125,93.805,78.955,91.4325,18.9675
true laurel,"Restaurant 1,000 - 2,000 Sqft",753 alabama st,9/6/2016,,700,1,"753 alabama st, San Francisco, CA, 9411",92814,true laurel,Mission,94,2018,37.7595126,-122.411448,Census Tract 228.01,6075022801,http://www.sfgate.com/neighborhoods/sf/mission/,3312,118238,46303,1092,43098,3154,23.9,1296,460,546,682,26,625,196,84,238,60,150,164,699,295,482,117,65,2678,189,334,77212,118754,122850,50,81,3.4,11.4,3154,40.5,14.4,17.1,21.3,6.8,0.8,19.5,6.1,2.6,7.4,1.9,4.7,5.1,21.8,9.2,15.1,3.7,2,83.7,5.9,10.4,6.6,1.8,8.1,5,12.9,10.7,18.5,7.4,11.4,17.7,5078,34.5,2770,34.9,2308,34,836,1971,1850,121,1850,694,1156,54.5,45.5,45.2,93.9,6.1,100,37.5,62.5,2016,,9,,burma love,2,4.5,binis kitchen llc,64.93,76.69,79.89,78.15,76.47,79.49,66.54,63.64,63,74.6,76.83,70.18,68.71,74.82,69.72,71.47,77.39,77.37,77.29,78.97,78.24,77.97,77.8,76.36,78.65,78.38,79.92,79.71,79.38,79.72,78.82,78.99,91.14,90.98,92.99,93.61,92.95,92.26,90.83,91.06,76.29,74.69,74.39,77.33,75.95,77.3,72.61,73.73,80,84.65,91.66,93.55,90.02,90.87,80,79.95,11.05,32.43,16.37,16.83,10.54,13.1,9.44,12.19,75.675,74.8975,1,38,73.225,71.16625,77.67375,79.19625,91.9775,75.28625,86.3375,15.24375
little kite,,3515 20th st,10/1/2016,7/31/2017,303,0,"3515 20th st, San Francisco, CA, 9411",93490,little kite,Mission,72,2018,37.7584217,-122.4195981,Census Tract 208,6075020800,http://www.sfgate.com/neighborhoods/sf/mission/,4868,65801,31221,1537,28039,4535,32.2,1567,1354,861,391,48,279,240,46,271,222,167,130,960,690,1121,307,83,3610,415,539,56346,77581,89857,22,79.4,6.2,15.1,4535,34.3,29.7,18.9,8.6,8.6,1.1,6.1,5.3,1,5.9,4.9,3.7,2.8,21,15.1,24.6,6.7,1.8,79.1,9.1,11.8,4.2,10.8,12.4,9,10.8,11,13.1,13.8,7.9,7.1,6577,34.5,3791,34.5,2786,34.5,976,2718,2543,175,2543,432,2111,57.6,42.4,38.4,93.6,6.4,100,17,83,2016,2017,10,7,atlas tap room,2,4.2,elaines kitchen,64.33,75.92,78.8,75.22,71,78.65,69.5,75.1,67.09,75.87,75.53,73.72,77.62,74.64,77.61,75.38,80,83.27,80,80,81.51,86.69,80,80,92.37,92.33,93.88,95.95,92.18,92.68,94.63,92.58,88.85,88.36,91.61,90.97,91.09,90.54,91.06,90.72,72.92,78.28,79.54,79.85,79.94,80,79.92,75,79.74,80,86.6,87.82,90.69,88.81,80,79.57,65.51,70,76.43,78.03,70.15,68.56,70.62,67.98,77.6475,78.715,-1,38,73.565,74.6825,81.43375,93.325,90.4,78.18125,84.15375,70.91
merchant roots,"Restaurant Less Than 1,000 Sqft",613 york st,3/14/2016,,876,1,"613 york st, San Francisco, CA, 9411",94037,merchant roots,Mission,96,2018,37.76146,-122.40892,Census Tract 228.01,6075022801,http://www.sfgate.com/neighborhoods/sf/mission/,3312,118238,46303,1092,43098,3154,23.9,1296,460,546,682,26,625,196,84,238,60,150,164,699,295,482,117,65,2678,189,334,77212,118754,122850,50,81,3.4,11.4,3154,40.5,14.4,17.1,21.3,6.8,0.8,19.5,6.1,2.6,7.4,1.9,4.7,5.1,21.8,9.2,15.1,3.7,2,83.7,5.9,10.4,6.6,1.8,8.1,5,12.9,10.7,18.5,7.4,11.4,17.7,5078,34.5,2770,34.9,2308,34,836,1971,1850,121,1850,694,1156,54.5,45.5,45.2,93.9,6.1,100,37.5,62.5,2016,,3,,dona mago mexican restaurant,1,4.3,afc sushi  safeway #909,43.86,44.75,58.31,53.66,47.33,50.96,42.32,43.86,58.14,51.88,58.28,59.74,55.74,44.1,56.8,56.81,52.41,53.99,57.35,63.12,58.74,60.43,46.3,52.08,16.13,27.4,16.99,19.79,17.64,24.04,20.57,18.69,57.48,45.05,54.73,55.47,53.69,48.06,52.09,58.26,24.22,20.01,39.73,52.22,51.97,37.88,37.7,21.75,13.25,8.31,15.74,17.59,22.4,9.29,13.08,12.7,13.55,11.17,15.54,19.4,38.04,15.33,11.92,8.82,34.045,37.325,3,38,48.13125,55.18625,55.5525,20.15625,53.10375,35.685,14.045,16.72125
salt  straw,"Restaurant Greater Than 2,000 Sqft",586 hayes st,11/29/2016,,616,1,"586 hayes st, San Francisco, CA, 94102",90931,salt  straw,Hayes Valley,100,2018,37.7766273,-122.4261659,Census Tract 162,6075016200,http://www.sfgate.com/neighborhoods/sf/hayesvalley/,1725,94019,39001,1133,42687,1547,27.5,872,376,282,18,0,52,62,10,74,19,150,158,332,235,367,42,54,1240,134,181,51984,60896,65261,36,79.3,9.9,2.3,1547,56.1,24.2,18.1,1.2,0.5,0,3.3,4,0.6,4.8,1.2,9.6,10.2,21.4,15.1,23.6,2.7,3.5,79.7,8.6,11.6,9.2,6.3,7.8,7.7,15.4,19.3,21.3,8.9,3.2,0.9,2541,37.1,1491,39.4,1050,34.6,270,1742,1594,148,1594,155,1439,58.7,41.3,16.9,91.5,8.5,100,9.7,90.3,2016,,11,,sons  daughters,4,4.6,washington bakery  restaurant,65.75,76.42,79.32,76.65,72.57,79.22,69.86,77.07,78.34,78.08,78.82,79.96,79.71,78.81,79.15,78.95,87.79,89.33,87.21,87.82,89.8,91.43,87.57,87.35,92.87,93.34,94.3,96.12,92.3,93.16,95.16,93.4,90.87,90.24,93.07,92.42,93.1,91.79,92.11,92.07,74.1,78.9,79.9,79.98,79.97,80,79.98,77.45,79.97,80,89.21,87.67,90.68,87.5,83.29,79.94,71.65,74.8,76.62,78.7,77.89,73.11,74.16,77.32,78.22,79.35,2,23,74.6075,78.9775,88.5375,93.83125,91.95875,78.785,84.7825,75.53125
kuma sushi + sake,"Restaurant Less Than 1,000 Sqft",1040 polk st,1/26/2016,,924,1,"1040 polk st, San Francisco, CA, 94109",91989,kuma sushi + sake,Lower Nob Hill,97,2018,37.7867162,-122.4196757,Census Tract 122.02,6075012202,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",1367,39362,27278,1247,24609,1208,28.8,444,380,376,25,0,13,79,0,183,0,0,129,87,175,446,117,48,1120,71,86,23716,39080,46915,109,63.7,6.6,20.7,1208,34.8,29.8,29.4,2,4.1,0,1,6.2,0,14.3,0,0,10.1,6.8,13.7,34.9,9.2,3.8,87.7,5.6,6.7,16.8,19.3,15.2,6.8,11.4,17.6,3.9,6.2,0.9,1.8,2986,39.9,1827,40.6,1159,38.9,302,1633,1514,119,1514,39,1475,61.2,38.8,19.9,92.7,7.3,100,2.6,97.4,2016,,1,,fresca restaurant,2,4.2,taqueria san jose no 1,65.63,75.33,79.2,74.29,73.87,77.63,66.89,60.23,71.28,77.11,77.53,75.5,72.49,75.04,74.17,74.98,79.96,79.93,79.92,79.99,79.99,79.97,79.98,79.75,79.83,79.73,80.12,80,79.98,80,79.81,79.97,92.79,92.39,94.98,95.15,94.64,93.36,92.45,91.83,79.33,79.32,77.36,79.87,79.16,79.38,76.19,77.7,85.43,90.43,95.4,95.31,93.3,93.35,86.09,83.94,14.33,22.8,18.51,17.01,13.84,15.21,13.74,18.7,78.97,78.1075,3,34,71.63375,74.7625,79.93625,79.93,93.44875,78.53875,90.40625,16.7675
ushio ramen,"Restaurant 1,000 - 2,000 Sqft",3128 16th st,2/24/2016,,895,1,"3128 16th st, San Francisco, CA, 94103",89803,ushio ramen,Mission Dolores,94,2018,37.7650929,-122.4226936,Census Tract 202,6075020200,,3703,62650,43084,2099,38185,3378,28.5,1856,517,734,187,13,125,194,53,489,110,220,248,498,645,509,254,52,2868,217,325,54520,78630,84001,122,71.2,7.9,17.3,3378,54.4,15.2,21.5,5.5,3.4,0.4,3.7,5.7,1.6,14.3,3.2,6.5,7.3,14.6,18.9,14.9,7.4,1.5,84.1,6.4,9.5,8.6,7.5,8.6,6.3,15.2,13.5,8.3,19.8,5,7.2,6269,36.3,3474,37.4,2795,35.1,894,3390,3228,162,3228,539,2689,55.4,44.6,27.7,95.2,4.8,100,16.7,83.3,2016,,2,,blue bottle coffee,2,4.6,mateos bay area hot dogs,65.51,59.74,73.16,73.9,67.6,73.99,70.6,63.08,61.49,67.2,65.19,63.54,60.72,67.78,64.75,65.86,82.66,85.13,85.78,87.16,84.85,85.5,81.28,82.64,87.06,86.99,89.44,91.3,90.36,89.29,88.1,88.74,93.84,94.25,95.54,95.94,95.49,95.51,94.71,94.21,58.39,62.29,62.14,66.7,66.73,77.24,59.76,47.75,79.68,79.94,80,82.67,79.99,81.65,79.89,79.9,19.14,23.43,29.08,18.71,12.92,15.7,17.86,17.43,62.38,62.87,1,40,68.4475,64.56625,84.375,88.91,94.93625,62.625,80.465,19.28375
sizzling pot king,"Restaurant 1,000 - 2,000 Sqft",139 8th st,12/28/2017,,222,1,"139 8th st, San Francisco, CA, 94103",94408,sizzling pot king,South of Market,83,2018,37.7771722,-122.412601,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188,49387,25330,2221,25938,2657,25,951,626,894,215,0,139,177,44,319,70,197,247,364,617,641,74,95,2522,334,128,23099,46745,61388,259,60.9,5.9,12.7,2657,31.9,21,30,7.2,10,0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630,41.5,4723,42.8,2907,39,1029,5296,4321,975,4321,407,3914,61.9,38.1,23.8,81.6,18.4,100,9.4,90.6,2017,,12,,sizzling pot king,2,4.3,sizzling pot king,59.59,55.53,70.6,75.68,68.91,69.73,58.6,62.93,76.03,76.54,76.63,77.24,77.32,76.65,77.77,78.29,83.98,86.49,86.81,88.09,86.62,86.96,83.88,84.58,93.8,94.01,94.44,95.87,94.99,95.36,93.78,94.39,96.07,96.18,97.74,98.17,97.38,97.16,96.85,96.34,70.71,70.29,72.67,73.42,78.48,78.8,70.57,62.06,93.41,90.83,93.59,95.25,94.91,95.61,90.78,91.34,48.81,44.99,44.9,38.12,43.44,30.95,35.42,38.21,71.7725,72.4775,1,62,65.19625,77.05875,85.92625,94.58,96.98625,72.125,93.215,40.605
joint venture kitchen,"Restaurant 1,000 - 2,000 Sqft",167 11th street,6/26/2017,,407,1,"167 11th street, San Francisco, CA, 94103",92980,joint venture kitchen,South of Market,93,2018,37.7737561,-122.4160583,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188,49387,25330,2221,25938,2657,25,951,626,894,215,0,139,177,44,319,70,197,247,364,617,641,74,95,2522,334,128,23099,46745,61388,259,60.9,5.9,12.7,2657,31.9,21,30,7.2,10,0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630,41.5,4723,42.8,2907,39,1029,5296,4321,975,4321,407,3914,61.9,38.1,23.8,81.6,18.4,100,9.4,90.6,2017,,6,,sorrel restaurant,3,4.7,sorrel restaurant,43.9,47.21,59.65,49.28,54.81,51.2,54.2,44.32,56.91,58.87,65.8,66.53,62.62,58.53,57.16,61.53,77.69,78.7,79.92,78.71,79.56,79.73,79.17,78.31,58.55,63.65,62.48,63.79,63.94,67.99,60.51,58.78,72.77,73.69,75.4,77.34,76.62,77.63,76.33,75.44,53.93,49.17,70.13,70.94,63.63,69.28,65.86,48.21,56.13,59.42,63.33,60.8,55.49,67.01,63.23,57.16,11.56,18.19,18.74,18.07,17.89,18.4,18.42,18.29,61.0425,61.745,1,62,50.57125,60.99375,78.97375,62.46125,75.6525,61.39375,60.32125,17.445
bake cheese tart,Take-Out Establishment,845 market st ste 16,7/1/2017,,402,1,"845 market st ste 16, San Francisco, CA, 94103",95455,bake cheese tart,South of Market,96,2018,37.784219,-122.406176,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188,49387,25330,2221,25938,2657,25,951,626,894,215,0,139,177,44,319,70,197,247,364,617,641,74,95,2522,334,128,23099,46745,61388,259,60.9,5.9,12.7,2657,31.9,21,30,7.2,10,0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630,41.5,4723,42.8,2907,39,1029,5296,4321,975,4321,407,3914,61.9,38.1,23.8,81.6,18.4,100,9.4,90.6,2017,,7,,the cheese steak shop,1,4.4,lapisara eatery,53.11,56.16,75.2,71.72,69.59,69.75,52.75,66.36,60.38,69.55,72.55,71.37,66.49,70.39,60.41,64.7,88.22,87.31,86.83,90.04,88.26,89.57,86.7,87.28,93.63,95.51,95.45,95.84,95.15,96.13,96.22,95.29,94.6,94.81,96.43,96.33,95.88,95.6,95.09,95.4,76.38,79.65,82.05,80,79.98,80.86,79.78,76.81,87.18,85.68,90.83,91.87,89.09,90.18,89.12,79.97,75.59,75.46,76.91,77.25,79.3,78.6,67.54,75.13,79.52,79.3575,4,62,64.33,66.98,88.02625,95.4025,95.5175,79.43875,87.99,75.7225
papis sf,"Restaurant Less Than 1,000 Sqft",846 geary st,12/11/2017,,239,1,"846 geary st, San Franisco, CA, 94109",94463,papis sf,Lower Nob Hill,100,2018,37.786373,-122.417226,Census Tract 122.01,6075012201,"http://en.wikipedia.org/wiki/Nob_Hill,_San_Francisco",2700,44690,30540,1855,28440,2298,26.5,996,885,391,15,0,54,165,52,154,65,73,196,390,422,564,238,60,2117,208,108,31265,51460,57516,167,71.2,9.9,27.8,2298,40.9,36.4,16.1,0.6,6,0,2.2,6.8,2.1,6.3,2.7,3,8.1,16,17.3,23.2,9.8,2.5,87,8.5,4.4,10.7,11.7,13.4,19.4,13,12.3,8,7.9,0.9,2.8,4567,35.6,2717,37.4,1850,33.1,599,2906,2667,239,2667,152,2515,59.5,40.5,22.5,91.8,8.2,100,5.7,94.3,2017,,12,,cafe bastille,2,4.3,bake cheese tart,68.38,63.79,77.62,77.41,74.01,77.08,70.19,70.96,78.57,79.48,78.86,80,79.4,79.42,79.6,80,86.08,88.19,86.48,88.67,88.74,90.34,83.93,85.98,95.82,95.54,96.32,97.3,96.24,96.12,96.37,95.67,96.05,95.85,97.51,97.54,96.99,97.11,96.01,96.01,74.89,78.45,77.83,79.18,79,80,75.59,73.22,86.66,88.13,91.38,93.12,90.83,91.12,88.25,86.45,78.2,79.75,80,79.59,78.06,79.22,73.03,64.02,77.5875,76.9525,3,34,72.43,79.41625,87.30125,96.1725,96.63375,77.27,89.4925,76.48375
udon underground,"Restaurant 1,000 - 2,000 Sqft",493 pine st,12/6/2017,,244,1,"493 pine st, San Francisco, CA, 94104",95495,udon underground,Financial District,88,2018,37.7916102,-122.4039406,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733,55747,27841,737,30855,685,19.1,234,180,139,0,0,13,56,0,114,71,47,57,102,126,55,54,0,578,58,59,23165,41735,56874,84,54.3,5.2,26.6,685,33.7,25.9,20,0,20.4,0,1.9,8.1,0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0,83.2,8.3,8.5,18.3,18.8,16.6,17,3.4,10,1.6,6.5,4.8,2.9,1783,43.6,988,44.3,795,42.4,292,1416,1012,404,1012,87,925,55.4,44.6,28.9,71.5,28.5,100,8.6,91.4,2017,,12,,el pipila llc,1,4.4,beer nerds,66.32,75.4,79.03,73.9,73.91,77.37,67.5,59.97,73.49,77.89,78.27,76.93,74.03,76.45,75.86,76.48,79.99,79.98,79.97,80,80,80,80,79.86,79.84,79.75,80.57,80,79.99,80,79.83,79.98,92.88,92.43,95.09,95.14,94.68,93.35,92.43,91.72,79.53,79.64,77.77,79.96,79.42,79.6,76.75,78.03,85.8,90.6,95.31,95.25,93.7,93.42,86.64,85.18,15.35,20.81,20.38,17.81,14.95,16.08,14.9,21.2,79.225,78.45,1,17,71.675,76.175,79.975,79.995,93.465,78.8375,90.7375,17.685
eclectic cookery,,103 horne ave,9/22/2017,,319,1,"103 horne ave, San Francisco, CA, 94124",90272,eclectic cookery inc,Hunters Point,80,2017,37.7267232,-122.3656354,Census Tract 9806,6075980600,"http://en.wikipedia.org/wiki/Hunters_Point,_San_Francisco,_California",160,56356,28000,80,19500,99,38.3,76,23,35,0,0,0,0,0,0,0,0,24,35,33,13,18,11,65,34,35,58365,65398,86633,38,72.1,16.3,0,99,56.7,17.2,26.1,0,0,0,0,0,0,0,0,0,17.9,26.1,24.6,9.7,13.4,8.2,48.5,25.4,26.1,17.6,0,0,20.8,8,16,0,37.6,0,0,467,37.9,229,39.6,238,36.3,108,163,154,9,154,99,55,49,51,70.1,94.5,5.5,100,64.3,35.7,2017,,9,,irmas pampanga restaurant,1,4.2,alice chinese bistro,79.36,79.97,79.99,79.83,79.33,80,79.5,76.42,73.46,77.98,78.17,78.63,74.63,78.01,79.25,74.02,78.79,79.23,79.59,79.36,79.38,78.79,78.45,77.12,33.64,43.74,39.64,52.14,34.08,33.39,35.78,35.37,66.68,63.4,69.71,72.52,73.15,67.9,68.95,68.41,42.91,44.38,47.24,65.26,71.35,72.05,66.2,36.93,56.85,35.6,59.36,70.41,70.6,64.95,45.8,25.09,20.57,20.98,31.52,25.14,31.75,22.3,20.77,19.56,49.9475,61.6325,-1,25,79.3,76.76875,78.83875,38.4725,68.84,55.79,53.5825,24.07375
