"business_id","date","description"
61180,"20180405","Insufficient hot water or running water  [ date violation corrected: 4/16/2018 ]"
61180,"20180405","Moderate risk food holding temperature   [ date violation corrected: 4/16/2018 ]"
61180,"20180405","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/16/2018 ]"
61180,"20180405","Low risk vermin infestation  [ date violation corrected: 4/16/2018 ]"
61180,"20180405","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/5/2018 ]"
61180,"20160705","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/5/2018 ]"
61180,"20160705","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/5/2016 ]"
61187,"20170801","Moderate risk vermin infestation"
61187,"20170801","Moderate risk food holding temperature "
61206,"20160824","Inadequately cleaned or sanitized food contact surfaces"
61206,"20160824","Foods not protected from contamination"
61206,"20160824","Moderate risk food holding temperature "
61206,"20160824","Improper storage of equipment utensils or linens"
61285,"20171019","High risk food holding temperature "
61285,"20171019","Insufficient hot water or running water"
61285,"20170420","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 10/19/2017 ]"
61285,"20170420","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/19/2017 ]"
61285,"20160927","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/20/2017 ]"
61285,"20160927","High risk food holding temperature   [ date violation corrected: 9/27/2016 ]"
61285,"20160218","High risk food holding temperature   [ date violation corrected: 3/3/2016 ]"
61324,"20170911","Unclean or unsanitary food contact surfaces"
61326,"20171215","Foods not protected from contamination  [ date violation corrected: 12/15/2017 ]"
61351,"20180108","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/8/2017 ]"
61351,"20180108","Permit license or inspection report not posted"
61351,"20180108","Food safety certificate or food handler card not available"
61351,"20180108","Improper thawing methods "
61351,"20180108","Unapproved or unmaintained equipment or utensils"
61351,"20160615","Improper cooling methods  [ date violation corrected: 7/6/2016 ]"
61351,"20160615","Unclean hands or improper use of gloves  [ date violation corrected: 7/6/2016 ]"
61357,"20171205","Improper reheating of food"
61357,"20171205","Low risk vermin infestation"
61390,"20180313","No thermometers or uncalibrated thermometers "
61390,"20180313","Inadequate warewashing facilities or equipment"
61390,"20160906","Moderate risk food holding temperature   [ date violation corrected: 9/6/2016 ]"
61390,"20160906","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/13/2018 ]"
61391,"20170418","Low risk vermin infestation"
61391,"20170418","Unclean or degraded floors walls or ceilings"
61391,"20170329","Inadequate ventilation or lighting  [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Improper or defective plumbing  [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Moderate risk food holding temperature   [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Unclean nonfood contact surfaces  [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Other moderate risk violation  [ date violation corrected: 4/18/2017 ]"
61391,"20170329","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/18/2017 ]"
61391,"20160826","Moderate risk vermin infestation  [ date violation corrected: 3/29/2017 ]"
61391,"20160826","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/29/2017 ]"
61391,"20160826","Improper cooling methods  [ date violation corrected: 3/29/2017 ]"
61391,"20160826","Moderate risk food holding temperature   [ date violation corrected: 3/29/2017 ]"
61391,"20160406","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/6/2016 ]"
61391,"20160406","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Inadequate ventilation or lighting  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","High risk food holding temperature   [ date violation corrected: 4/6/2016 ]"
61391,"20160406","Low risk vermin infestation  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/26/2016 ]"
61427,"20180410","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 5/23/2018 ]"
61427,"20180410","Moderate risk vermin infestation  [ date violation corrected: 5/23/2018 ]"
61427,"20180410","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/23/2018 ]"
61427,"20180410","Foods not protected from contamination  [ date violation corrected: 5/23/2018 ]"
61427,"20180410","High risk food holding temperature   [ date violation corrected: 5/23/2018 ]"
61427,"20180410","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/23/2018 ]"
61427,"20180410","Unclean nonfood contact surfaces  [ date violation corrected: 5/23/2018 ]"
61427,"20180410","Unclean hands or improper use of gloves  [ date violation corrected: 5/23/2018 ]"
61427,"20160719","Foods not protected from contamination  [ date violation corrected: 7/21/2016 ]"
61427,"20160719","Improper or defective plumbing  [ date violation corrected: 10/12/2016 ]"
61427,"20160719","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/21/2016 ]"
61427,"20160719","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/12/2016 ]"
61427,"20160719","High risk food holding temperature   [ date violation corrected: 10/12/2016 ]"
61427,"20160719","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/12/2016 ]"
61427,"20160719","No thermometers or uncalibrated thermometers   [ date violation corrected: 10/12/2016 ]"
61427,"20160719","Low risk vermin infestation  [ date violation corrected: 7/21/2016 ]"
61436,"20170912","High risk vermin infestation  [ date violation corrected: 9/18/2017 ]"
61436,"20170912","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/18/2017 ]"
61436,"20170912","High risk food holding temperature   [ date violation corrected: 9/18/2017 ]"
61436,"20170912","Noncompliance with shell fish tags or display  [ date violation corrected: 9/18/2017 ]"
61436,"20170912","Contaminated or adulterated food  [ date violation corrected: 9/18/2017 ]"
61436,"20150928","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/2/2015 ]"
61436,"20150928","High risk food holding temperature   [ date violation corrected: 9/28/2015 ]"
61436,"20150928","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/2/2015 ]"
61438,"20171108","Moderate risk food holding temperature   [ date violation corrected: 2/15/2018 ]"
61438,"20171108","Improper cooling methods  [ date violation corrected: 11/15/2017 ]"
61438,"20150817","High risk food holding temperature   [ date violation corrected: 8/17/2015 ]"
61438,"20150817","Low risk vermin infestation  [ date violation corrected: 8/17/2015 ]"
61460,"20180125","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/26/2018 ]"
61460,"20180125","High risk vermin infestation  [ date violation corrected: 1/26/2018 ]"
61460,"20180125","Improper food storage  [ date violation corrected: 1/26/2018 ]"
61460,"20180125","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/26/2018 ]"
61460,"20170124","Permit license or inspection report not posted  [ date violation corrected: 2/2/2017 ]"
61460,"20170124","Food safety certificate or food handler card not available  [ date violation corrected: 2/2/2017 ]"
61460,"20170124","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/2/2017 ]"
61460,"20170124","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/2/2017 ]"
61467,"20180213","Inadequate food safety knowledge or lack of certified food safety manager"
61467,"20180213","Other moderate risk violation"
61467,"20170828","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/31/2018 ]"
61467,"20170828","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/31/2018 ]"
61467,"20170828","Other moderate risk violation  [ date violation corrected: 1/31/2018 ]"
61467,"20170828","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/31/2018 ]"
61467,"20170302","Inadequate ventilation or lighting  [ date violation corrected: 8/1/2017 ]"
61467,"20170302","Improper food storage  [ date violation corrected: 8/1/2017 ]"
61467,"20170302","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/1/2017 ]"
61467,"20170302","Food safety certificate or food handler card not available  [ date violation corrected: 8/1/2017 ]"
61467,"20160902","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/28/2017 ]"
61467,"20160902","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/28/2017 ]"
61467,"20160902","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/28/2017 ]"
61467,"20160328","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/30/2016 ]"
61467,"20160328","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/30/2016 ]"
61467,"20160328","Food safety certificate or food handler card not available  [ date violation corrected: 8/30/2016 ]"
61467,"20150909","Food safety certificate or food handler card not available  [ date violation corrected: 3/2/2016 ]"
61467,"20150909","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 3/2/2016 ]"
61467,"20150909","Moderate risk food holding temperature   [ date violation corrected: 3/2/2016 ]"
61493,"20170929","Moderate risk food holding temperature "
61493,"20170929","Food safety certificate or food handler card not available"
61493,"20161108","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/29/2017 ]"
61493,"20161108","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/29/2017 ]"
61493,"20161108","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/29/2017 ]"
61493,"20160429","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/29/2016 ]"
61494,"20180718","Contaminated or adulterated food"
61494,"20180718","Moderate risk food holding temperature "
61494,"20180718","Improper thawing methods "
61494,"20180718","Inadequate and inaccessible handwashing facilities"
61494,"20180718","Unclean or unsanitary food contact surfaces"
61494,"20180718","High risk vermin infestation"
61494,"20180718","Inadequate food safety knowledge or lack of certified food safety manager"
61494,"20180718","Unclean or degraded floors walls or ceilings"
61494,"20170110","High risk vermin infestation  [ date violation corrected: 1/10/2017 ]"
61494,"20161129","Moderate risk vermin infestation  [ date violation corrected: 1/10/2017 ]"
61494,"20161129","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/10/2017 ]"
61494,"20161129","Foods not protected from contamination  [ date violation corrected: 1/10/2017 ]"
61494,"20161129","Improper thawing methods   [ date violation corrected: 1/10/2017 ]"
61494,"20161129","Inadequate sewage or wastewater disposal  [ date violation corrected: 1/10/2017 ]"
61494,"20161129","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/10/2017 ]"
61499,"20171018","Moderate risk vermin infestation"
61499,"20171018","Unapproved or unmaintained equipment or utensils"
61499,"20171018","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/18/2017 ]"
61499,"20171018","Moderate risk food holding temperature   [ date violation corrected: 10/18/2017 ]"
61499,"20171018","Permit license or inspection report not posted"
61499,"20160603","High risk food holding temperature   [ date violation corrected: 6/3/2016 ]"
61499,"20160603","Improper cooling methods  [ date violation corrected: 6/3/2016 ]"
61499,"20160603","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/3/2016 ]"
61499,"20160603","Improper storage of equipment utensils or linens  [ date violation corrected: 10/18/2017 ]"
61500,"20171129","Inadequately cleaned or sanitized food contact surfaces"
61500,"20171129","Improper storage of equipment utensils or linens"
61512,"20180618","Improper thawing methods "
61512,"20180618","Inadequate and inaccessible handwashing facilities"
61512,"20180618","Improper food storage"
61512,"20180618","Foods not protected from contamination"
61512,"20180102","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/18/2018 ]"
61512,"20180102","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/2/2018 ]"
61512,"20180102","Improper storage of equipment utensils or linens  [ date violation corrected: 6/18/2018 ]"
61512,"20160628","Moderate risk food holding temperature   [ date violation corrected: 1/2/2018 ]"
61512,"20160628","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/2/2018 ]"
61512,"20160628","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/2/2018 ]"
61514,"20180425","Moderate risk vermin infestation  [ date violation corrected: 5/2/2018 ]"
61514,"20180425","Moderate risk food holding temperature   [ date violation corrected: 5/2/2018 ]"
61514,"20180425","Inadequate and inaccessible handwashing facilities"
61514,"20170322","High risk food holding temperature   [ date violation corrected: 3/29/2017 ]"
61514,"20170322","Permit license or inspection report not posted  [ date violation corrected: 3/29/2017 ]"
61514,"20170322","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/29/2017 ]"
61514,"20170322","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/29/2017 ]"
61514,"20160106","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/22/2017 ]"
61514,"20160106","Unclean hands or improper use of gloves  [ date violation corrected: 1/6/2016 ]"
61516,"20180718","Unclean or degraded floors walls or ceilings"
61516,"20180718","Inadequate ventilation or lighting"
61516,"20170117","Permit license or inspection report not posted  [ date violation corrected: 6/26/2018 ]"
61516,"20150908","High risk food holding temperature   [ date violation corrected: 9/8/2015 ]"
61516,"20150908","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/8/2015 ]"
61516,"20150908","Permit license or inspection report not posted  [ date violation corrected: 9/8/2015 ]"
61550,"20180503","Moderate risk food holding temperature   [ date violation corrected: 5/3/2018 ]"
61550,"20180503","Improper cooling methods  [ date violation corrected: 5/3/2018 ]"
61550,"20170626","Moderate risk food holding temperature   [ date violation corrected: 5/3/2018 ]"
61550,"20170626","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/3/2018 ]"
61550,"20160831","Improper cooling methods  [ date violation corrected: 6/26/2017 ]"
61550,"20160831","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/26/2017 ]"
61563,"20180418","Inadequate and inaccessible handwashing facilities"
61563,"20180418","Low risk vermin infestation"
61563,"20170518","High risk vermin infestation  [ date violation corrected: 5/19/2017 ]"
61563,"20170518","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/19/2017 ]"
61579,"20180207","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/16/2018 ]"
61579,"20180207","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 2/16/2018 ]"
61579,"20180207","High risk food holding temperature   [ date violation corrected: 2/16/2018 ]"
61579,"20180207","Moderate risk vermin infestation  [ date violation corrected: 2/16/2018 ]"
61579,"20180207","Unclean nonfood contact surfaces  [ date violation corrected: 2/16/2018 ]"
61579,"20180207","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/16/2018 ]"
61579,"20180207","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/16/2018 ]"
61579,"20170630","Improper or defective plumbing  [ date violation corrected: 7/31/2017 ]"
61579,"20170630","Food in poor condition  [ date violation corrected: 7/24/2017 ]"
61579,"20170630","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/24/2017 ]"
61579,"20170630","Unclean nonfood contact surfaces  [ date violation corrected: 7/31/2017 ]"
61579,"20170630","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/31/2017 ]"
61579,"20170630","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/31/2017 ]"
61579,"20170630","Improper food storage  [ date violation corrected: 7/24/2017 ]"
61579,"20170630","Unapproved  living quarters in food facility  [ date violation corrected: 7/24/2017 ]"
61579,"20170630","Inadequate ventilation or lighting  [ date violation corrected: 7/31/2017 ]"
61579,"20170630","High risk food holding temperature   [ date violation corrected: 7/31/2017 ]"
61579,"20170630","Improper storage use or identification of toxic substances  [ date violation corrected: 7/31/2017 ]"
61592,"20171116","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/16/2017 ]"
61592,"20171116","Unapproved or unmaintained equipment or utensils"
61598,"20180125","Inadequate and inaccessible handwashing facilities"
61598,"20170224","Moderate risk food holding temperature   [ date violation corrected: 1/25/2018 ]"
61598,"20160913","Inadequate procedures or records for time as a public health control   [ date violation corrected: 2/24/2017 ]"
61598,"20160913","Insufficient hot water or running water  [ date violation corrected: 9/13/2016 ]"
61598,"20160913","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/24/2017 ]"
61602,"20180105","High risk food holding temperature   [ date violation corrected: 1/6/2018 ]"
61602,"20180105","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/6/2018 ]"
61602,"20180105","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/26/2018 ]"
61602,"20180105","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/6/2018 ]"
61602,"20170330","Moderate risk food holding temperature   [ date violation corrected: 3/30/2017 ]"
61602,"20170330","Improper food storage  [ date violation corrected: 1/5/2018 ]"
61602,"20170330","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/30/2017 ]"
61612,"20180614","No thermometers or uncalibrated thermometers "
61612,"20180614","Food safety certificate or food handler card not available"
61612,"20180614","Unclean or degraded floors walls or ceilings"
61612,"20170315","Moderate risk food holding temperature   [ date violation corrected: 6/14/2018 ]"
61623,"20180427","Improper food storage"
61623,"20180427","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/27/2018 ]"
61623,"20170113","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/27/2018 ]"
61635,"20171106","Inadequate dressing rooms or improper storage of personal items"
61635,"20171106","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/6/2017 ]"
61635,"20171106","Inadequate warewashing facilities or equipment  [ date violation corrected: 11/6/2017 ]"
61635,"20160907","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/20/2016 ]"
61635,"20160907","Improper or defective plumbing  [ date violation corrected: 9/20/2016 ]"
61635,"20160907","Permit license or inspection report not posted  [ date violation corrected: 9/20/2016 ]"
61635,"20160907","Moderate risk food holding temperature   [ date violation corrected: 9/20/2016 ]"
61641,"20180426","Inadequately cleaned or sanitized food contact surfaces"
61641,"20180426","Unclean or degraded floors walls or ceilings"
61643,"20170221","Moderate risk food holding temperature "
61643,"20170221","No thermometers or uncalibrated thermometers "
61669,"20170915","High risk food holding temperature   [ date violation corrected: 9/15/2017 ]"
61669,"20170915","Other low risk violation"
61669,"20170915","Wiping cloths not clean or properly stored or inadequate sanitizer"
61669,"20160427","Employee eating or smoking  [ date violation corrected: 4/27/2016 ]"
61669,"20160427","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/15/2017 ]"
61669,"20160427","Improper thawing methods   [ date violation corrected: 4/27/2016 ]"
61736,"20180117","Unclean nonfood contact surfaces  [ date violation corrected: 2/5/2018 ]"
61736,"20180117","Moderate risk vermin infestation  [ date violation corrected: 2/5/2018 ]"
61736,"20180117","Improper food storage  [ date violation corrected: 2/5/2018 ]"
61736,"20180117","Improper or defective plumbing  [ date violation corrected: 2/5/2018 ]"
61736,"20170713","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/31/2017 ]"
61736,"20170713","Moderate risk vermin infestation  [ date violation corrected: 7/31/2017 ]"
61736,"20170713","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/31/2017 ]"
61736,"20170713","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 7/31/2017 ]"
61736,"20170713","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2017 ]"
61736,"20160222","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/22/2016 ]"
61736,"20160222","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 7/13/2017 ]"
61806,"20161013","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/27/2017 ]"
61806,"20160414","Food safety certificate or food handler card not available  [ date violation corrected: 9/27/2016 ]"
61816,"20170508","No thermometers or uncalibrated thermometers "
61816,"20170508","Wiping cloths not clean or properly stored or inadequate sanitizer"
61816,"20170508","Foods not protected from contamination"
61816,"20170508","Moderate risk vermin infestation"
61816,"20170508","Unclean or degraded floors walls or ceilings"
61816,"20170508","Improper storage use or identification of toxic substances"
61816,"20170508","Inadequately cleaned or sanitized food contact surfaces"
61816,"20160728","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/8/2017 ]"
61816,"20160728","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/8/2017 ]"
61816,"20160728","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/8/2017 ]"
61816,"20160728","Foods not protected from contamination  [ date violation corrected: 5/8/2017 ]"
61816,"20160728","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/8/2017 ]"
61823,"20171103","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/15/2017 ]"
61823,"20171103","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/15/2017 ]"
61823,"20171103","Moderate risk vermin infestation  [ date violation corrected: 11/15/2017 ]"
61823,"20171102","High risk vermin infestation  [ date violation corrected: 11/3/2017 ]"
61823,"20171102","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/3/2017 ]"
61823,"20171102","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/3/2017 ]"
61823,"20171102","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/3/2017 ]"
61823,"20171102","Unsanitary employee garments hair or nails  [ date violation corrected: 11/3/2017 ]"
61856,"20180523","Improper or defective plumbing"
61856,"20180523","Permit license or inspection report not posted"
61856,"20180523","Low risk vermin infestation  [ date violation corrected: 5/23/2018 ]"
61856,"20170616","Permit license or inspection report not posted  [ date violation corrected: 6/23/2017 ]"
61856,"20170616","Improper or defective plumbing  [ date violation corrected: 5/23/2018 ]"
61856,"20170616","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/23/2017 ]"
61856,"20160413","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/13/2016 ]"
61856,"20160413","Permit license or inspection report not posted  [ date violation corrected: 6/16/2017 ]"
61856,"20160413","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/13/2016 ]"
61861,"20171214","Improper cooling methods"
61861,"20171214","Low risk vermin infestation"
61861,"20171214","Wiping cloths not clean or properly stored or inadequate sanitizer"
61861,"20171214","Improper food storage"
61861,"20171214","Unclean or degraded floors walls or ceilings"
61861,"20170130","Improper thawing methods   [ date violation corrected: 2/17/2017 ]"
61861,"20170130","Contaminated or adulterated food  [ date violation corrected: 2/2/2017 ]"
61861,"20170130","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/2/2017 ]"
61861,"20170130","Moderate risk food holding temperature   [ date violation corrected: 2/17/2017 ]"
61861,"20170130","Unclean hands or improper use of gloves  [ date violation corrected: 2/17/2017 ]"
61861,"20170130","High risk vermin infestation  [ date violation corrected: 2/2/2017 ]"
61861,"20170130","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/17/2017 ]"
61861,"20170130","Food safety certificate or food handler card not available  [ date violation corrected: 12/14/2017 ]"
61915,"20170912","High risk food holding temperature   [ date violation corrected: 9/12/2017 ]"
61915,"20170912","Improper food labeling or menu misrepresentation  [ date violation corrected: 9/19/2017 ]"
61915,"20170912","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/19/2017 ]"
61915,"20161103","High risk food holding temperature   [ date violation corrected: 11/3/2016 ]"
61915,"20161103","Unapproved food source  [ date violation corrected: 11/3/2016 ]"
61915,"20161103","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/3/2016 ]"
61915,"20161103","Improper storage use or identification of toxic substances  [ date violation corrected: 9/12/2017 ]"
61915,"20160527","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/3/2016 ]"
61915,"20160527","Improper thawing methods   [ date violation corrected: 6/3/2016 ]"
61915,"20160527","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/3/2016 ]"
61915,"20160527","Unapproved food source  [ date violation corrected: 5/27/2016 ]"
61915,"20160527","Foods not protected from contamination  [ date violation corrected: 6/3/2016 ]"
61915,"20160527","High risk food holding temperature   [ date violation corrected: 5/27/2016 ]"
61923,"20180418","Inadequately cleaned or sanitized food contact surfaces"
61923,"20170419","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/18/2018 ]"
61953,"20171204","Foods not protected from contamination  [ date violation corrected: 12/4/2017 ]"
61953,"20171204","Improper food storage  [ date violation corrected: 12/4/2017 ]"
61953,"20160609","Moderate risk vermin infestation  [ date violation corrected: 6/23/2016 ]"
61953,"20160609","Moderate risk food holding temperature   [ date violation corrected: 6/23/2016 ]"
61959,"20180713","Improper or defective plumbing"
61959,"20180713","Wiping cloths not clean or properly stored or inadequate sanitizer"
61959,"20180713","Unclean or degraded floors walls or ceilings"
61959,"20171030","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/13/2018 ]"
61959,"20171030","Improper storage use or identification of toxic substances  [ date violation corrected: 10/30/2017 ]"
61959,"20170109","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/30/2017 ]"
61959,"20170109","Permit license or inspection report not posted  [ date violation corrected: 10/30/2017 ]"
61959,"20160620","High risk food holding temperature   [ date violation corrected: 6/20/2016 ]"
61959,"20160620","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/20/2016 ]"
61976,"20170809","Unclean nonfood contact surfaces  [ date violation corrected: 11/13/2017 ]"
61976,"20160419","Improper or defective plumbing  [ date violation corrected: 10/18/2016 ]"
61989,"20170627","Unclean hands or improper use of gloves  [ date violation corrected: 6/27/2017 ]"
61989,"20170627","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/27/2017 ]"
61989,"20170627","Foods not protected from contamination  [ date violation corrected: 7/6/2017 ]"
61989,"20170627","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/6/2017 ]"
61989,"20170627","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/6/2017 ]"
61989,"20170627","High risk food holding temperature   [ date violation corrected: 6/27/2017 ]"
61989,"20170627","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/6/2017 ]"
62000,"20170803","Unclean or degraded floors walls or ceilings"
62000,"20170803","Improper food labeling or menu misrepresentation"
62000,"20161107","Unapproved  living quarters in food facility  [ date violation corrected: 12/14/2016 ]"
62000,"20161107","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/14/2016 ]"
62000,"20161107","Improper or defective plumbing  [ date violation corrected: 8/3/2017 ]"
62000,"20161107","Permit license or inspection report not posted  [ date violation corrected: 8/3/2017 ]"
62010,"20180319","Moderate risk vermin infestation  [ date violation corrected: 4/9/2018 ]"
62010,"20180319","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/9/2018 ]"
62010,"20180319","Inadequate procedures or records for time as a public health control   [ date violation corrected: 4/9/2018 ]"
62010,"20161017","Inadequate procedures or records for time as a public health control   [ date violation corrected: 3/19/2018 ]"
62010,"20160415","Inadequate procedures or records for time as a public health control   [ date violation corrected: 10/17/2016 ]"
62051,"20180514","Foods not protected from contamination  [ date violation corrected: 5/22/2018 ]"
62051,"20180514","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/15/2018 ]"
62051,"20180514","Unclean or degraded floors walls or ceilings"
62051,"20180514","Improper thawing methods   [ date violation corrected: 5/15/2018 ]"
62051,"20160720","Improper cooling methods  [ date violation corrected: 7/28/2016 ]"
62051,"20160720","High risk food holding temperature   [ date violation corrected: 7/28/2016 ]"
62051,"20160720","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/28/2016 ]"
62056,"20180227","Inadequate and inaccessible handwashing facilities"
62056,"20170802","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/27/2018 ]"
62056,"20160810","Improper food storage  [ date violation corrected: 8/2/2017 ]"
62056,"20151208","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/10/2016 ]"
